,bt,km,ownerNo,oem,model,Insurance Validity,Fuel Type,Transmission,Mileage,Engine,Torque,Engine and Transmission,Displacement,No of Cylinder,Values per Cylinder,Dimensions & Capacity,Length,Width,Height,Seating Capacity,Turning Radius,Top Speed,No Door Numbers,Wheel Size,Alloy Wheel Size,City,bhp,rpm,Reg_age,price_in_lakhs
3763,Sedan,72000,1,Mercedes-Benz,Mercedes-Benz C-Class,Comprehensive,Petrol,Automatic,14.74,1991,300.0,11.0,1991,4.0,4.0,8.0,4686,2020,1442,5,561,235.0,4,17.0,17.0,Delhi,18104.0,181.0,8,25.5
3764,Sedan,23000,1,Toyota,Toyota Yaris,Comprehensive,Petrol,Automatic,17.8,1496,140.0,11.0,1496,4.0,4.0,6.0,4425,1730,1495,5,51,165.0,4,15.0,15.0,Delhi,10594.0,105.0,6,8.95
3765,Sedan,50000,1,Nissan,Nissan Sunny,Third Party insurance,Petrol,Manual,16.95,1498,134.0,13.0,1498,4.0,4.0,7.0,4425,1695,1505,5,53,165.0,4,15.0,15.0,Delhi,977.0,6000.0,12,2.5
3766,SUV,20000,1,Kia,Kia Sonet,Third Party insurance,Diesel,Manual,18.9,1493,240.0,9.0,1493,4.0,4.0,5.0,3995,1790,1642,5,53,165.0,5,16.0,16.0,Delhi,9863.0,4000.0,2,10.25
3767,Sedan,30000,1,Honda,Honda City,Third Party insurance,Petrol,Manual,17.4,1497,145.0,8.0,1497,4.0,4.0,8.0,4440,1695,1495,5,53,165.0,4,15.0,15.0,Delhi,11760.0,117.0,3,9.0
3768,SUV,42000,1,Hyundai,Hyundai Venue,Comprehensive,Petrol,Manual,17.52,1197,113.76,9.0,1197,4.0,4.0,6.0,3995,1770,1605,5,53,165.0,5,16.0,16.0,Delhi,8186.0,6000.0,4,6.5
3769,Sedan,600,1,Maruti,Maruti Ciaz,Comprehensive,Petrol,Automatic,20.04,1462,138.0,9.0,1462,4.0,4.0,6.0,4490,1730,1485,5,54,165.0,4,15.0,15.0,Delhi,10325.0,103.0,1,11.75
3770,Sedan,30000,3,Chevrolet,Chevrolet Optra,Third Party insurance,Petrol,Manual,12.9,1598,148.0,13.0,1598,4.0,4.0,7.0,4540,1725,1445,5,52,175.0,4,15.0,15.0,Delhi,1025.0,102.0,14,1.86
3771,Sedan,70000,1,Nissan,Nissan Sunny,Third Party insurance,Petrol,Manual,16.95,1498,134.0,13.0,1498,4.0,4.0,7.0,4425,1695,1505,5,53,165.0,4,15.0,15.0,Delhi,977.0,6000.0,12,2.5
3772,Hatchback,136288,1,Hyundai,Hyundai i20,Not Available,Diesel,Manual,22.54,1396,219.7,11.0,1396,4.0,4.0,7.0,3985,1734,1505,5,52,180.0,5,16.0,16.0,Delhi,8873.0,4000.0,9,4.25
3773,Hatchback,48000,1,Hyundai,Hyundai Grand i10,Third Party insurance,Petrol,Manual,18.9,1197,114.0,11.0,1197,4.0,4.0,7.0,3765,1660,1520,5,48,165.0,5,16.0,16.0,Delhi,82.0,6000.0,9,4.25
3774,Hatchback,49707,1,Hyundai,Hyundai Grand i10,Third Party,Petrol,Manual,18.9,1197,113.75,11.0,1197,4.0,4.0,7.0,3765,1660,1520,5,48,165.0,5,16.0,16.0,Delhi,8186.0,6000.0,5,5.23
3775,Hatchback,59443,1,Honda,Honda Brio,Comprehensive,Petrol,Manual,19.4,1198,109.0,11.0,1198,4.0,4.0,7.0,3610,1680,1500,5,45,165.0,5,16.0,16.0,Delhi,868.0,6000.0,12,2.4
3776,Sedan,30000,1,Maruti,Maruti Swift Dzire Tour,Third Party insurance,CNG,Manual,31.12,1197,98.5,9.0,1197,4.0,4.0,8.0,3995,1695,1555,5,48,165.0,4,16.0,16.0,Delhi,7643.0,6000.0,2,7.54
3777,SUV,52000,1,Jeep,Jeep Compass,Comprehensive,Petrol,Automatic,16.0,1368,250.0,11.0,1368,4.0,4.0,5.0,4395,1818,1640,5,53,186.69,5,17.0,17.0,Delhi,160.0,160.0,7,12.85
3778,SUV,40398,1,Mahindra,Mahindra XUV500,Zero Dep,Diesel,Automatic,15.1,2179,360.0,12.0,2179,4.0,4.0,8.0,4585,1890,1785,7,56,165.0,5,17.0,17.0,Delhi,15287.0,152.0,5,13.17
3779,SUV,50000,1,Jeep,Jeep Compass,Third Party insurance,Petrol,Manual,16.0,1368,250.0,11.0,1368,4.0,4.0,5.0,4395,1818,1640,5,53,186.69,5,16.0,16.0,Delhi,160.0,160.0,5,14.65
3780,Hatchback,84181,2,Hyundai,Hyundai i20,Comprehensive,Petrol,Manual,18.6,1197,114.7,11.0,1197,4.0,4.0,7.0,3985,1734,1505,5,52,170.0,5,16.0,16.0,Delhi,8183.0,6000.0,6,4.91
3781,Hatchback,10000,1,Mahindra,Mahindra KUV 100 NXT,Third Party insurance,Petrol,Manual,18.15,1198,115.0,11.0,1198,3.0,4.0,7.0,3700,1735,1655,6,505,160.0,5,14.0,14.0,Delhi,82.0,5500.0,6,5.5
3782,Hatchback,66434,1,Maruti,Maruti Swift,Third Party insurance,Diesel,Manual,28.4,1248,190.0,12.0,1248,4.0,4.0,8.0,3840,1735,1530,5,48,165.0,5,16.0,16.0,Delhi,74.0,4000.0,6,6.18
3783,SUV,40000,1,Ford,Ford Ecosport,Third Party insurance,Petrol,Automatic,14.8,1497,150.0,13.0,1497,3.0,4.0,6.0,3998,1765,1647,5,53,171.43,4,16.0,16.0,Delhi,12136.0,121.0,6,7.75
3784,Hatchback,100000,1,Maruti,Maruti Wagon R,Third Party insurance,Petrol,Manual,18.9,1061,84.0,10.0,1061,3.0,4.0,8.0,3595,1475,1700,5,46,165.0,4,13.0,13.0,Delhi,67.0,6200.0,17,800.0
3785,SUV,40000,1,Ford,Ford Ecosport,Third Party insurance,Petrol,Automatic,14.8,1497,150.0,13.0,1497,3.0,4.0,6.0,3998,1765,1647,5,53,171.43,4,16.0,16.0,Delhi,12136.0,121.0,6,7.75
3786,SUV,100000,1,Tata,Tata Safari Storme,Third Party insurance,Diesel,Manual,14.0,2179,320.0,11.0,2179,4.0,4.0,6.0,4655,1965,1922,7,54,165.0,5,16.0,16.0,Delhi,1381.0,138.0,11,4.0
3787,SUV,51800,1,Toyota,Toyota Fortuner,Comprehensive,Diesel,Automatic,15.04,2755,450.0,11.0,2755,4.0,4.0,6.0,4795,1855,1835,7,58,157.3,5,18.0,18.0,Delhi,1745.0,174.0,6,33.5
3788,Sedan,100000,5,Honda,Honda Civic,Third Party insurance,Petrol,Manual,14.8,1799,171.6,13.0,1799,4.0,4.0,5.0,4545,1750,1450,5,54,206.0,4,15.0,15.0,Delhi,1302.0,130.0,14,2.0
3789,Sedan,100000,5,Honda,Honda Civic,Third Party insurance,Petrol,Manual,14.8,1799,171.6,13.0,1799,4.0,4.0,5.0,4545,1750,1450,5,54,206.0,4,15.0,15.0,Delhi,1302.0,130.0,14,2.0
3790,Hatchback,70000,2,Hyundai,Hyundai i20,Third Party insurance,Petrol,Manual,18.6,1197,117.0,11.0,1197,4.0,4.0,5.0,3985,1734,1505,5,52,170.0,5,16.0,16.0,Delhi,8186.0,6000.0,5,5.1
3791,SUV,87000,1,Audi,Audi Q3,Third Party insurance,Diesel,Automatic,15.73,1968,380.0,11.0,1968,4.0,4.0,8.0,4385,2019,1608,5,59,212.0,5,16.0,16.0,Delhi,17433.0,174.0,11,8.7
3792,MUV,7000,1,Maruti,Maruti XL6,Third Party insurance,Petrol,Manual,19.01,1462,138.0,9.0,1462,4.0,4.0,9.0,4445,1775,1700,6,52,165.0,5,15.0,15.0,Delhi,1032.0,103.0,3,11.0
3793,Hatchback,60000,2,Maruti,Maruti Ignis,Third Party insurance,Diesel,Automatic,26.8,1248,190.0,10.0,1248,4.0,4.0,5.0,3700,1690,1595,5,47,161.7,5,15.0,15.0,Delhi,74.0,4000.0,7,4.45
3794,SUV,88710,1,Ford,Ford Ecosport,Zero Dep,Petrol,Automatic,16.5,1499,140.0,13.0,1499,4.0,4.0,8.0,3999,1765,1708,5,53,182.0,5,16.0,16.0,Delhi,110.0,110.0,8,5.47
3795,Hatchback,47644,1,Maruti,Maruti Baleno,Comprehensive,Petrol,Manual,21.4,1197,115.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,180.0,5,16.0,16.0,Delhi,831.0,6000.0,5,6.26
3796,SUV,40000,1,Mahindra,Mahindra XUV500,Third Party insurance,Diesel,Manual,16.0,2179,330.0,11.0,2179,4.0,4.0,6.0,4585,1890,1785,7,56,185.0,5,17.0,17.0,Delhi,140.0,140.0,7,12.0
3797,Hatchback,100505,1,Maruti,Maruti Baleno,Comprehensive,Petrol,Manual,21.4,1197,115.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,180.0,5,16.0,16.0,Delhi,831.0,6000.0,8,4.45
3798,Hatchback,106648,1,Hyundai,Hyundai i20,Third Party insurance,Petrol,Manual,18.6,1197,114.7,11.0,1197,4.0,4.0,7.0,3985,1734,1505,5,52,170.0,5,16.0,16.0,Delhi,8183.0,6000.0,9,4.58
3799,Hatchback,60000,2,Hyundai,Hyundai Santro Xing,Third Party insurance,CNG,Manual,11.88,1086,96.1,13.0,1086,3.0,4.0,7.0,3565,1525,1590,5,44,141.0,5,13.0,13.0,Delhi,621.0,5500.0,10,2.05
3800,Hatchback,53481,1,Maruti,Maruti Wagon R,Comprehensive,CNG,Manual,33.54,998,90.0,12.0,998,3.0,4.0,6.0,3655,1620,1675,5,47,152.0,5,16.0,16.0,Delhi,6704.0,5500.0,5,5.07
3801,Hatchback,40000,2,Maruti,Maruti Wagon R,Third Party insurance,Petrol,Manual,18.9,998,90.0,10.0,998,3.0,4.0,8.0,3595,1475,1700,5,46,165.0,4,13.0,13.0,Delhi,671.0,6200.0,12,2.4
3802,Hatchback,25050,1,Maruti,Maruti Baleno,Zero Dep,Petrol,Manual,21.4,1197,115.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,180.0,5,16.0,16.0,Delhi,831.0,6000.0,5,7.13
3803,SUV,77000,1,Mahindra,Mahindra XUV500,Third Party,Diesel,Manual,16.0,1997,320.0,11.0,1997,4.0,4.0,6.0,4585,1890,1785,7,56,185.0,5,17.0,17.0,Delhi,140.0,140.0,8,8.9
3804,Hatchback,120000,4,Maruti,Maruti Swift,Third Party insurance,Petrol,Manual,16.1,1298,11.5,12.0,1298,4.0,4.0,8.0,3760,1690,1530,5,47,160.0,5,14.0,14.0,Delhi,882.0,6000.0,18,1.35
3805,Sedan,58000,1,Honda,Honda Amaze,Comprehensive,Petrol,Manual,18.0,1198,109.0,10.0,1198,4.0,4.0,5.0,3990,1680,1505,5,45,160.0,4,16.0,16.0,Delhi,867.0,6000.0,10,3.9
3806,Sedan,96000,1,Honda,Honda City,Comprehensive,Petrol,Manual,17.8,1497,145.0,13.0,1497,4.0,4.0,7.0,4440,1695,1495,5,53,195.0,4,15.0,15.0,Delhi,1173.0,117.0,10,5.75
3807,Hatchback,51000,1,Maruti,Maruti Celerio,Comprehensive,CNG,Manual,31.79,998,78.0,13.0,998,3.0,4.0,8.0,3695,1600,1560,5,47,150.0,5,16.0,16.0,Delhi,5833.0,6000.0,5,4.0
3808,Hatchback,70000,1,Honda,Honda Jazz,Third Party insurance,Diesel,Manual,27.3,1498,200.0,10.0,1498,4.0,4.0,5.0,3955,1694,1544,5,51,172.0,5,16.0,16.0,Delhi,986.0,3600.0,9,3.5
3809,SUV,27000,1,Hyundai,Hyundai Alcazar,Comprehensive,Diesel,Automatic,18.1,1498,250.0,10.0,1498,4.0,4.0,5.0,4500,1790,1675,7,53,165.0,5,18.0,18.0,Delhi,11342.0,113.0,2,20.5
3810,SUV,32456,1,Tata,Tata Nexon,Comprehensive,Petrol,Manual,17.33,1199,170.0,8.0,1199,3.0,4.0,5.0,3993,1811,1606,5,51,165.0,5,16.0,16.0,Delhi,11835.0,118.0,2,8.25
3811,SUV,15000,1,Mahindra,Mahindra Thar,Comprehensive,Diesel,Automatic,18.9,2184,300.0,8.0,2184,4.0,4.0,7.0,3985,1855,1844,4,53,165.0,3,18.0,18.0,Delhi,130.0,130.0,3,16.5
3812,Sedan,34940,1,Hyundai,Hyundai Verna,Comprehensive,Petrol,Manual,17.7,1497,143.8,10.0,1497,4.0,4.0,5.0,4440,1729,1475,5,53,165.0,4,16.0,16.0,Delhi,11318.0,113.0,3,9.5
3813,Sedan,70000,3,Hyundai,Hyundai Verna,Third Party insurance,Diesel,Manual,23.9,1582,259.9,13.0,1582,4.0,4.0,5.0,4375,1700,1475,5,52,190.0,4,16.0,16.0,Delhi,1262.0,126.0,8,5.0
3814,Hatchback,73679,1,Maruti,Maruti Baleno,Comprehensive,Petrol,Manual,21.4,1197,115.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,180.0,5,16.0,16.0,Delhi,831.0,6000.0,5,6.08
3815,Hatchback,32722,2,Hyundai,Hyundai Grand i10,Comprehensive,Petrol,Manual,18.9,1197,113.75,11.0,1197,4.0,4.0,7.0,3765,1660,1520,5,48,165.0,5,16.0,16.0,Delhi,8186.0,6000.0,7,4.23
3816,Hatchback,70000,2,Volkswagen,Volkswagen Polo,Third Party insurance,Petrol,Automatic,17.21,1197,175.0,12.0,1197,4.0,4.0,8.0,3971,1682,1469,5,497,177.22,5,16.0,16.0,Delhi,1035.0,103.0,6,8.0
3817,Sedan,59059,1,Hyundai,Hyundai Verna,Zero Dep,Petrol,Manual,17.0,1591,151.0,12.0,1591,4.0,4.0,5.0,4440,1729,1475,5,52,165.0,4,16.0,16.0,Delhi,1213.0,121.0,5,9.22
3818,Hatchback,34332,2,Hyundai,Hyundai Grand i10,Third Party insurance,Petrol,Manual,18.9,1197,113.75,11.0,1197,4.0,4.0,7.0,3765,1660,1520,5,48,165.0,5,16.0,16.0,Delhi,8186.0,6000.0,7,4.33
3819,SUV,72194,1,Ford,Ford Ecosport,Third Party insurance,Diesel,Manual,21.7,1498,215.0,13.0,1498,4.0,4.0,6.0,3998,1765,1647,5,53,165.0,5,16.0,16.0,Delhi,9896.0,3750.0,6,5.25
3820,Hatchback,56740,1,Maruti,Maruti Baleno,Zero Dep,Petrol,Manual,21.4,1197,115.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,180.0,5,16.0,16.0,Delhi,831.0,6000.0,7,5.26
3821,SUV,72490,1,Mahindra,Mahindra TUV 300,Third Party insurance,Diesel,Manual,18.49,1493,240.0,10.0,1493,3.0,2.0,6.0,3995,1835,1826,7,535,156.0,5,16.0,16.0,Delhi,100.0,100.0,5,6.55
3822,Hatchback,35828,1,Hyundai,Hyundai Grand i10,Third Party,Petrol,Manual,18.9,1197,113.75,11.0,1197,4.0,4.0,7.0,3765,1660,1520,5,48,165.0,5,16.0,16.0,Delhi,8186.0,6000.0,5,4.59
3823,SUV,57088,1,Audi,Audi Q3,Third Party insurance,Diesel,Automatic,15.73,1968,380.0,11.0,1968,4.0,4.0,8.0,4385,2019,1608,5,59,212.0,5,16.0,16.0,Delhi,17433.0,174.0,9,14.5
3824,Sedan,70382,1,Toyota,Toyota Yaris,Third Party insurance,Petrol,Automatic,17.8,1496,140.0,11.0,1496,4.0,4.0,6.0,4425,1730,1495,5,51,165.0,4,16.0,16.0,Delhi,1055.0,105.0,4,8.65
3825,Hatchback,20000,1,Maruti,Maruti Ignis,Third Party insurance,Petrol,Manual,20.89,1197,113.0,7.0,1197,4.0,4.0,5.0,3700,1690,1595,5,47,165.0,5,16.0,16.0,Delhi,8180.0,6000.0,2,5.5
3826,Sedan,17000,1,Hyundai,Hyundai Verna,Third Party insurance,Diesel,Automatic,22.0,1582,259.87,11.0,1582,4.0,4.0,5.0,4440,1729,1475,5,53,165.0,4,16.0,16.0,Delhi,1262.0,126.0,6,11.25
3827,SUV,30000,1,MG,MG Hector,Third Party insurance,Petrol,Automatic,13.96,1451,250.0,7.0,1451,4.0,4.0,5.0,4655,1835,1760,5,53,165.0,5,17.0,17.0,Delhi,141.0,141.0,4,15.0
3828,Hatchback,70000,1,Honda,Honda Jazz,Third Party insurance,Petrol,Manual,16.7,1198,110.0,11.0,1198,4.0,4.0,7.0,3900,1695,1535,5,49,165.0,5,15.0,15.0,Delhi,888.0,6200.0,12,2.61
3829,MUV,65202,1,Maruti,Maruti Ertiga,Third Party insurance,Petrol,Automatic,18.69,1462,138.0,13.0,1462,4.0,4.0,8.0,4395,1735,1690,7,52,165.0,5,16.0,16.0,Delhi,103.0,103.0,5,9.5
3830,MUV,72000,1,Maruti,Maruti Ertiga,Third Party insurance,Petrol,Manual,16.02,1373,130.0,13.0,1373,4.0,4.0,8.0,4265,1695,1685,7,52,164.0,5,16.0,16.0,Delhi,937.0,6000.0,11,4.85
3831,Hatchback,45313,1,Maruti,Maruti Wagon R,Not Available,CNG,Manual,32.52,998,78.0,12.0,998,3.0,4.0,6.0,3655,1620,1675,5,47,165.0,5,16.0,16.0,Delhi,5833.0,5500.0,3,5.1
3832,Sedan,40000,1,Mercedes-Benz,Mercedes-Benz C-Class,Third Party insurance,Diesel,Automatic,19.27,2143,400.0,11.0,2143,4.0,4.0,8.0,4686,2020,1442,5,561,233.0,4,17.0,17.0,Delhi,170.0,170.0,9,25.0
3833,SUV,120000,1,Mahindra,Mahindra XUV500,Third Party insurance,Diesel,Manual,15.1,2179,330.0,11.0,2179,4.0,4.0,6.0,4585,1890,1785,7,56,175.0,5,16.0,16.0,Delhi,140.0,140.0,10,6.64
3834,Hatchback,54235,2,Maruti,Maruti Ritz,Third Party,Petrol,Manual,18.5,1197,114.0,11.0,1197,4.0,4.0,8.0,3775,1680,1620,5,47,156.0,5,16.0,16.0,Delhi,8580.0,6000.0,10,2.84
3835,Hatchback,52777,1,Maruti,Maruti Ignis,Zero Dep,Petrol,Automatic,20.89,1197,113.0,11.0,1197,4.0,4.0,5.0,3700,1690,1595,5,47,165.0,5,15.0,15.0,Delhi,8180.0,6000.0,6,5.2
3836,Hatchback,26000,1,Hyundai,Hyundai i20,Comprehensive,Petrol,Manual,18.6,1197,114.7,11.0,1197,4.0,4.0,7.0,3985,1734,1505,5,52,170.0,5,16.0,16.0,Delhi,8183.0,6000.0,6,5.9
3837,Sedan,77937,1,Skoda,Skoda Rapid,Third Party,Petrol,Manual,15.41,1598,153.0,11.0,1598,4.0,4.0,7.0,4413,1699,1466,5,53,185.0,4,16.0,16.0,Delhi,1032.0,103.0,5,6.55
3838,Sedan,40663,1,Tata,Tata Tigor,Zero Dep,Petrol,Manual,19.28,1199,113.0,7.0,1199,3.0,4.0,6.0,3993,1677,1532,5,53,165.0,4,15.0,15.0,Delhi,8482.0,6000.0,3,6.99
3839,Hatchback,40000,1,Hyundai,Hyundai Grand i10,Comprehensive,Petrol,Manual,18.9,1197,114.0,11.0,1197,4.0,4.0,7.0,3765,1660,1520,5,48,165.0,5,14.0,14.0,Delhi,82.0,6000.0,9,3.95
3840,Sedan,115500,1,Toyota,Toyota Etios,Comprehensive,Petrol,Manual,17.6,1496,132.0,11.0,1496,4.0,4.0,5.0,4265,1695,1510,5,49,165.0,4,15.0,15.0,Delhi,887.0,5600.0,13,2.17
3841,Sedan,67000,1,Skoda,Skoda Superb,Comprehensive,Petrol,Automatic,13.7,1798,250.0,11.0,1798,4.0,4.0,6.0,4833,1817,1482,5,54,205.0,4,16.0,16.0,Delhi,15775.0,157.0,9,9.4
3842,SUV,16312,1,Hyundai,Hyundai Creta,Third Party,Petrol,Manual,13.0,1591,151.0,11.0,1591,4.0,4.0,5.0,4270,1780,1630,5,53,165.0,5,17.0,17.0,Delhi,1213.0,121.0,8,8.87
3843,Sedan,60000,2,Maruti,Maruti Swift Dzire,Third Party insurance,Petrol,Manual,20.85,1197,115.0,13.0,1197,4.0,4.0,8.0,3995,1695,1555,5,48,158.0,4,16.0,16.0,Delhi,8314.0,6000.0,8,4.8
3844,MUV,90000,1,Honda,Honda Mobilio,Third Party insurance,Petrol,Manual,17.3,1497,145.0,13.0,1497,4.0,4.0,5.0,4386,1683,1603,7,52,160.0,5,16.0,16.0,Delhi,1173.0,117.0,10,4.25
3845,Hatchback,67000,1,Hyundai,Hyundai Grand i10,Comprehensive,CNG,Manual,18.9,1197,98.0,11.0,1197,4.0,4.0,7.0,3765,1660,1520,5,48,165.0,5,16.0,16.0,Delhi,6539.0,6000.0,6,4.95
3846,Sedan,80000,2,Maruti,Maruti Ciaz,Third Party insurance,Petrol,Manual,20.73,1373,130.0,13.0,1373,4.0,4.0,8.0,4490,1730,1485,5,54,190.0,4,16.0,16.0,Delhi,911.0,6000.0,9,5.5
3847,Hatchback,60000,1,Hyundai,Hyundai i10,Third Party insurance,Petrol,Manual,19.81,1086,99.04,11.0,1086,4.0,3.0,7.0,3585,1595,1550,5,47,165.0,5,16.0,16.0,Delhi,6805.0,5500.0,13,1.37
3848,Sedan,34253,1,Honda,Honda City,Comprehensive,Petrol,Automatic,18.0,1497,145.0,13.0,1497,4.0,4.0,7.0,4440,1695,1495,5,53,195.0,4,16.0,16.0,Delhi,1173.0,117.0,9,5.65
3849,SUV,27000,1,Kia,Kia Seltos,Comprehensive,Petrol,Automatic,16.8,1497,144.0,11.0,1497,4.0,4.0,6.0,4315,1800,1645,5,53,165.0,5,17.0,17.0,Delhi,11342.0,113.0,5,12.9
3850,Hatchback,64000,2,Maruti,Maruti Celerio,Comprehensive,Petrol,Automatic,23.1,998,90.0,13.0,998,3.0,4.0,8.0,3695,1600,1560,5,47,150.0,5,16.0,16.0,Delhi,6704.0,6000.0,7,3.55
3851,Sedan,67827,1,Hyundai,Hyundai Xcent,Third Party,Petrol,Manual,19.1,1197,114.0,11.0,1197,4.0,4.0,7.0,3995,1660,1520,5,47,172.0,4,15.0,15.0,Delhi,82.0,6000.0,9,3.86
3852,Hatchback,79094,1,Maruti,Maruti Baleno,Zero Dep,Petrol,Manual,21.4,1197,115.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,180.0,5,16.0,16.0,Delhi,831.0,6000.0,6,5.14
3853,Sedan,64589,2,Hyundai,Hyundai Verna,Third Party,Petrol,Manual,17.01,1591,154.9,13.0,1591,4.0,4.0,5.0,4375,1700,1475,5,52,196.0,4,16.0,16.0,Delhi,1213.0,121.0,12,3.25
3854,Hatchback,88309,1,Hyundai,Hyundai i20 Active,Comprehensive,Petrol,Manual,17.19,1197,114.73,11.0,1197,4.0,4.0,5.0,3995,1760,1555,5,52,160.0,5,16.0,16.0,Delhi,8186.0,6000.0,9,5.08
3855,Hatchback,66688,2,Maruti,Maruti Swift,Comprehensive,Petrol,Manual,22.38,1197,113.0,7.0,1197,4.0,4.0,8.0,3845,1735,1530,5,48,165.0,5,15.0,15.0,Delhi,8850.0,6000.0,6,5.67
3856,Hatchback,20000,1,Maruti,Maruti Baleno,Third Party insurance,Petrol,Manual,21.01,1197,113.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,165.0,5,16.0,16.0,Delhi,8180.0,6000.0,2,6.7
3857,Sedan,60653,1,Maruti,Maruti Ciaz,Third Party,Petrol,Automatic,20.28,1462,138.0,12.0,1462,4.0,4.0,6.0,4490,1730,1485,5,54,165.0,4,16.0,16.0,Delhi,10325.0,103.0,6,7.6
3858,MUV,70000,1,Kia,Kia Carnival,Third Party insurance,Diesel,Automatic,14.11,2199,440.0,9.0,2199,4.0,4.0,5.0,5115,1985,1755,7,53,165.0,5,18.0,18.0,Delhi,19726.0,197.0,2,33.5
3859,Hatchback,86527,1,Hyundai,Hyundai Grand i10,Zero Dep,Petrol,Manual,18.9,1197,113.75,11.0,1197,4.0,4.0,7.0,3765,1660,1520,5,48,165.0,5,16.0,16.0,Delhi,8186.0,6000.0,7,3.98
3860,Sedan,67000,1,Honda,Honda Amaze,Comprehensive,Petrol,Manual,19.5,1199,110.0,11.0,1199,4.0,4.0,5.0,3995,1695,1498,5,47,140.0,4,16.0,16.0,Delhi,8876.0,6000.0,7,4.85
3861,Hatchback,70000,3,Honda,Honda Jazz,Third Party insurance,Petrol,Manual,16.0,1198,110.0,11.0,1198,4.0,4.0,7.0,3900,1695,1535,5,49,165.0,5,15.0,15.0,Delhi,90.0,6200.0,15,1.35
3862,SUV,70000,3,Ford,Ford Ecosport,Third Party insurance,Petrol,Automatic,16.5,1499,140.0,13.0,1499,4.0,4.0,8.0,3999,1765,1708,5,53,182.0,5,16.0,16.0,Delhi,110.0,110.0,11,3.0
3863,Sedan,70311,1,Honda,Honda Amaze,Third Party insurance,Petrol,Manual,18.6,1199,110.0,11.0,1199,4.0,4.0,5.0,3995,1695,1501,5,47,165.0,4,16.0,16.0,Delhi,8876.0,6000.0,6,5.25
3864,Hatchback,54000,1,Tata,Tata Tiago,Comprehensive,Petrol,Manual,23.84,1199,114.0,13.0,1199,3.0,4.0,7.0,3746,1647,1535,5,49,150.0,5,14.0,14.0,Delhi,84.0,6000.0,8,3.75
3865,Sedan,80000,3,Honda,Honda City,Third Party insurance,Petrol,Manual,17.0,1497,146.0,11.0,1497,4.0,4.0,5.0,4420,1695,1480,5,53,165.0,4,15.0,15.0,Delhi,1186600.0,118.0,15,1.3
3866,SUV,52000,1,Honda,Honda WR-V,Third Party insurance,Diesel,Manual,25.5,1498,200.0,11.0,1498,4.0,4.0,5.0,3999,1734,1601,5,53,176.0,5,16.0,16.0,Delhi,986.0,3600.0,7,5.95
3867,Hatchback,20000,1,Maruti,Maruti Wagon R,Third Party insurance,Petrol,Manual,18.9,1061,84.0,10.0,1061,3.0,4.0,8.0,3595,1475,1700,5,46,165.0,4,13.0,13.0,Delhi,67.0,6200.0,14,2.0
3868,Hatchback,80000,1,Hyundai,Hyundai i20,Third Party insurance,Diesel,Manual,22.54,1396,219.66,11.0,1396,4.0,4.0,7.0,3985,1734,1505,5,52,180.0,5,16.0,16.0,Delhi,8876.0,4000.0,5,5.31
3869,Hatchback,110000,3,Maruti,Maruti Wagon R,Third Party insurance,Petrol,Manual,18.9,1061,84.0,10.0,1061,3.0,4.0,8.0,3595,1475,1700,5,46,165.0,4,13.0,13.0,Delhi,67.0,6200.0,15,1.5
3870,SUV,15000,1,Mahindra,Mahindra Thar,Comprehensive,Diesel,Automatic,18.9,2184,300.0,8.0,2184,4.0,4.0,7.0,3985,1855,1844,4,53,165.0,3,18.0,18.0,Delhi,130.0,130.0,3,16.25
3871,Hatchback,69821,1,Maruti,Maruti Wagon R,Zero Dep,CNG,Manual,33.54,998,90.0,12.0,998,3.0,4.0,6.0,3655,1620,1675,5,47,152.0,5,16.0,16.0,Delhi,6704.0,5500.0,4,5.03
3872,Hatchback,12754,1,Tata,Tata Altroz,Zero Dep,Petrol,Manual,18.05,1199,140.0,8.0,1199,3.0,4.0,5.0,3990,1755,1523,5,50,165.0,5,16.0,16.0,Delhi,10848.0,108.0,2,8.62
3873,Sedan,69000,1,Toyota,Toyota Corolla Altis,Third Party insurance,Petrol,Manual,14.28,1798,173.0,11.0,1798,4.0,4.0,8.0,4620,1775,1475,5,54,200.0,4,16.0,16.0,Delhi,13803.0,138.0,7,8.8
3874,Hatchback,98390,1,Maruti,Maruti Wagon R,Third Party insurance,Petrol,Manual,20.51,998,90.0,11.0,998,3.0,4.0,8.0,3599,1495,1700,5,46,152.0,5,16.0,16.0,Delhi,6704.0,6200.0,10,2.72
3875,Sedan,84195,1,Maruti,Maruti Ciaz,Third Party insurance,Petrol,Automatic,19.12,1373,130.0,13.0,1373,4.0,4.0,8.0,4490,1730,1485,5,54,190.0,4,16.0,16.0,Delhi,911.0,6000.0,8,6.27
3876,Sedan,17000,1,Mercedes-Benz,Mercedes-Benz CLA,Third Party insurance,Petrol,Automatic,15.04,1991,300.0,11.0,1991,4.0,4.0,8.0,4630,1777,1432,5,55,235.0,4,17.0,17.0,Delhi,184.0,184.0,6,28.5
