,bt,km,ownerNo,oem,model,Insurance Validity,Fuel Type,Transmission,Mileage,Engine,Torque,Engine and Transmission,Displacement,No of Cylinder,Values per Cylinder,Dimensions & Capacity,Length,Width,Height,Seating Capacity,Turning Radius,Top Speed,No Door Numbers,Wheel Size,Alloy Wheel Size,City,bhp,rpm,Reg_age,price_in_lakhs
0,Hatchback,120000,3,Maruti,Maruti Celerio,Third Party insurance,Petrol,Manual,23.1,998,90.0,13.0,998,3.0,4.0,8.0,3715,1635,1565,5,47,150.0,5,16.0,16.0,Bangalore,6704.0,6000.0,9,4.0
1,SUV,32706,2,Ford,Ford Ecosport,Comprehensive,Petrol,Manual,17.0,1497,150.0,13.0,1497,3.0,4.0,6.0,3998,1765,1647,5,53,165.0,4,16.0,16.0,Bangalore,12131.0,121.0,6,8.11
2,Hatchback,11949,1,Tata,Tata Tiago,Comprehensive,Petrol,Manual,23.84,1199,114.0,13.0,1199,3.0,4.0,7.0,3746,1647,1535,5,49,150.0,5,14.0,14.0,Bangalore,84.0,6000.0,6,5.85
3,Sedan,17794,1,Hyundai,Hyundai Xcent,Comprehensive,Petrol,Manual,19.1,1197,113.75,11.0,1197,4.0,4.0,7.0,3995,1660,1520,5,47,172.0,4,14.0,14.0,Bangalore,8186.0,6000.0,10,4.62
4,SUV,60000,1,Maruti,Maruti SX4 S Cross,Third Party insurance,Diesel,Manual,23.65,1248,200.0,11.0,1248,4.0,4.0,6.0,4300,1785,1595,5,52,190.0,5,16.0,16.0,Bangalore,885.0,4000.0,9,7.9
5,SUV,20000,1,Jeep,Jeep Compass,Third Party insurance,Diesel,Manual,17.1,1956,350.0,11.0,1956,4.0,4.0,5.0,4395,1818,1640,5,53,165.0,5,17.0,17.0,Bangalore,170.0,170.0,4,19.0
6,Hatchback,37772,1,Datsun,Datsun GO,Comprehensive,Petrol,Manual,20.63,1198,104.0,11.0,1198,3.0,4.0,7.0,3785,1635,1490,5,46,150.0,5,16.0,16.0,Bangalore,67.0,5000.0,7,3.45
7,SUV,30000,1,Hyundai,Hyundai Venue,Third Party insurance,Petrol,Automatic,18.15,998,171.6,8.0,998,3.0,4.0,6.0,3995,1770,1605,5,53,165.0,5,16.0,16.0,Bangalore,11835.0,118.0,3,12.0
8,Sedan,37000,1,Maruti,Maruti Ciaz,Comprehensive,Petrol,Automatic,20.28,1462,138.0,12.0,1462,4.0,4.0,6.0,4490,1730,1485,5,54,165.0,4,16.0,16.0,Bangalore,10325.0,103.0,6,9.6
9,Hatchback,11949,1,Tata,Tata Tiago,Comprehensive,Petrol,Manual,23.84,1199,114.0,13.0,1199,3.0,4.0,7.0,3746,1647,1535,5,49,150.0,5,16.0,16.0,Bangalore,84.0,6000.0,6,5.85
10,Hatchback,50000,1,Maruti,Maruti Baleno,Third Party insurance,Petrol,Manual,21.4,1197,115.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,180.0,5,16.0,16.0,Bangalore,831.0,6000.0,6,6.9
11,Hatchback,24887,1,Hyundai,Hyundai Grand i10,Third Party insurance,Petrol,Automatic,18.9,1197,113.75,11.0,1197,4.0,4.0,7.0,3765,1660,1520,5,48,165.0,5,14.0,14.0,Bangalore,8186.0,6000.0,5,6.82
12,Hatchback,23000,1,Honda,Honda Jazz,Comprehensive,Petrol,Automatic,18.2,1199,110.0,11.0,1199,4.0,4.0,5.0,3955,1694,1544,5,51,172.0,5,15.0,15.0,Bangalore,887.0,6000.0,6,8.25
13,Hatchback,48928,1,Tata,Tata Tiago,Comprehensive,Petrol,Automatic,23.84,1199,114.0,13.0,1199,3.0,4.0,7.0,3746,1647,1535,5,49,150.0,5,14.0,14.0,Bangalore,8383.0,6000.0,6,5.95
14,SUV,108862,3,Mahindra,Mahindra XUV500,Comprehensive,Diesel,Manual,15.1,2179,330.0,11.0,2179,4.0,4.0,6.0,4585,1890,1785,7,56,175.0,5,16.0,16.0,Bangalore,140.0,140.0,10,6.9
15,SUV,80000,1,Jeep,Jeep Compass,Third Party insurance,Diesel,Manual,17.1,1956,350.0,11.0,1956,4.0,4.0,5.0,4395,1818,1640,5,53,165.0,5,17.0,17.0,Bangalore,170.0,170.0,6,13.5
16,SUV,16000,1,Mercedes-Benz,Mercedes-Benz GLA,Comprehensive,Diesel,Automatic,18.9,1950,400.0,7.0,1950,4.0,4.0,7.0,4436,2020,1611,5,53,219.0,5,19.0,19.0,Bangalore,18774.0,187.0,2,55.95
17,Hatchback,65376,2,Hyundai,Hyundai i20,Comprehensive,Diesel,Manual,21.27,1396,219.6,11.0,1396,4.0,4.0,7.0,3995,1710,1505,5,53,165.0,5,14.0,14.0,Bangalore,8876.0,4000.0,10,5.21
18,SUV,10000,1,Tata,Tata Nexon,Third Party insurance,Petrol,Manual,17.33,1199,170.0,8.0,1199,3.0,4.0,5.0,3993,1811,1606,5,51,165.0,5,16.0,16.0,Bangalore,11835.0,118.0,2,10.05
19,Sedan,67000,2,Honda,Honda City,Comprehensive,Petrol,Manual,17.8,1497,145.0,13.0,1497,4.0,4.0,7.0,4440,1695,1495,5,53,195.0,4,15.0,15.0,Bangalore,1173.0,117.0,8,7.75
20,Sedan,100000,3,BMW,BMW 5 Series,Third Party insurance,Diesel,Automatic,18.48,1995,35.7,12.0,1995,4.0,4.0,8.0,4841,1846,1468,5,53,226.0,4,17.0,17.0,Bangalore,177.0,177.0,13,22.0
21,Hatchback,18083,1,Maruti,Maruti Swift,Comprehensive,Petrol,Manual,22.38,1197,113.0,7.0,1197,4.0,4.0,8.0,3845,1735,1530,5,48,165.0,5,16.0,16.0,Bangalore,8850.0,6000.0,8,5.82
22,SUV,30000,1,Renault,Renault Duster,Third Party insurance,Petrol,Manual,16.42,1498,142.0,11.0,1498,4.0,4.0,8.0,4360,1822,1695,5,52,165.0,5,16.0,16.0,Bangalore,10455.0,104.0,4,10.9
23,Hatchback,57634,2,Tata,Tata Tiago,Comprehensive,Petrol,Manual,23.84,1199,114.0,13.0,1199,3.0,4.0,7.0,3746,1647,1535,5,49,150.0,5,14.0,14.0,Bangalore,84.0,6000.0,8,4.57
24,Sedan,50000,2,Mercedes-Benz,Mercedes-Benz S-Class,Third Party insurance,Petrol,Automatic,7.81,4663,700.0,12.0,4663,8.0,4.0,8.0,5246,2130,1494,5,615,250.0,4,19.0,19.0,Bangalore,45326.0,453.0,8,49.0
25,Sedan,110000,1,Honda,Honda City,Third Party insurance,Petrol,Manual,17.4,1497,145.0,13.0,1497,4.0,4.0,7.0,4440,1695,1495,5,53,195.0,4,15.0,15.0,Bangalore,1173.0,117.0,9,5.5
26,Hatchback,23447,1,Hyundai,Hyundai Santro,Comprehensive,Petrol,Automatic,20.3,1086,99.0,11.0,1086,4.0,3.0,7.0,3610,1645,1560,5,53,165.0,5,16.0,16.0,Bangalore,68.0,5500.0,6,5.7
27,Hatchback,30000,2,Hyundai,Hyundai Santro Xing,Third Party insurance,LPG,Manual,13.45,1086,96.1,11.0,1086,3.0,4.0,7.0,3565,1525,1590,5,44,165.0,5,13.0,13.0,Bangalore,621.0,5500.0,15,2.2
28,Sedan,33000,1,Mercedes-Benz,Mercedes-Benz E-Class,Comprehensive,Petrol,Automatic,15.0,1991,300.0,11.0,1991,4.0,4.0,7.0,5063,1860,1494,5,6,236.0,4,17.0,17.0,Bangalore,1944.0,194.0,7,41.45
29,SUV,87667,2,Mahindra,Mahindra XUV500,Third Party,Diesel,Manual,15.1,2179,330.0,11.0,2179,4.0,4.0,6.0,4585,1890,1785,7,56,175.0,5,16.0,16.0,Bangalore,140.0,140.0,10,8.61
30,Sedan,40000,2,Audi,Audi A4,Third Party insurance,Diesel,Automatic,17.11,1968,380.0,11.0,1968,4.0,4.0,8.0,4701,2040,1427,5,58,222.0,4,16.0,16.0,Bangalore,17433.0,174.0,8,17.85
31,SUV,79012,2,Mahindra,Mahindra XUV500,Comprehensive,Diesel,Manual,15.1,2179,330.0,11.0,2179,4.0,4.0,6.0,4585,1890,1785,7,56,175.0,5,17.0,17.0,Bangalore,140.0,140.0,10,8.03
32,SUV,31344,1,Jeep,Jeep Compass,Comprehensive,Diesel,Manual,17.1,1956,350.0,8.0,1956,4.0,4.0,5.0,4405,1818,1640,5,53,165.0,5,18.0,18.0,Bangalore,16767.0,167.0,3,25.65
33,Sedan,50000,1,Hyundai,Hyundai Xcent,Third Party insurance,Petrol,Manual,20.14,1197,113.75,11.0,1197,4.0,4.0,7.0,3995,1660,1520,5,47,172.0,4,14.0,14.0,Bangalore,8186.0,6000.0,6,6.74
34,Hatchback,12434,1,Maruti,Maruti Wagon R,Comprehensive,Petrol,Manual,20.51,998,90.0,11.0,998,3.0,4.0,8.0,3599,1495,1700,5,46,152.0,5,16.0,16.0,Bangalore,6704.0,6200.0,9,3.49
35,MUV,60000,2,Maruti,Maruti Ertiga,Third Party insurance,Petrol,Manual,19.34,1462,138.0,13.0,1462,4.0,4.0,8.0,4395,1735,1690,7,52,165.0,5,16.0,16.0,Bangalore,103.0,103.0,5,10.5
36,Sedan,12000,1,Mercedes-Benz,Mercedes-Benz C-Class,Comprehensive,Diesel,Automatic,12.6,1950,400.0,11.0,1950,4.0,4.0,8.0,4686,2020,1442,5,561,240.0,4,17.0,17.0,Bangalore,194.0,194.0,5,44.25
37,Hatchback,40987,2,Maruti,Maruti Wagon R,Comprehensive,Petrol,Manual,20.51,998,90.0,11.0,998,3.0,4.0,8.0,3599,1495,1700,5,46,152.0,5,16.0,16.0,Bangalore,6704.0,6200.0,9,4.06
38,Sedan,18157,1,BMW,BMW 5 Series,Zero Dep,Petrol,Automatic,15.56,1998,350.0,10.0,1998,4.0,4.0,7.0,4936,2126,1466,5,56,250.0,4,18.0,18.0,Bangalore,24808.0,248.0,4,49.65
39,SUV,120000,3,Toyota,Toyota Fortuner,Third Party insurance,Diesel,Manual,11.5,2982,343.0,11.0,2982,4.0,4.0,8.0,4695,1840,1850,7,59,176.0,5,17.0,17.0,Bangalore,171.0,171.0,13,11.0
40,SUV,40000,2,Renault,Renault Duster,Third Party insurance,Diesel,Automatic,19.87,1461,245.0,10.0,1461,4.0,4.0,8.0,4360,1822,1695,5,52,165.0,5,16.0,16.0,Bangalore,1085.0,108.0,4,11.0
41,Hatchback,89667,1,Hyundai,Hyundai i20,Comprehensive,Petrol,Manual,18.6,1197,114.7,11.0,1197,4.0,4.0,7.0,3985,1734,1505,5,52,170.0,5,16.0,16.0,Bangalore,8183.0,6000.0,8,5.94
42,Hatchback,120000,1,Hyundai,Hyundai i20,Third Party insurance,Diesel,Manual,22.54,1396,219.7,11.0,1396,4.0,4.0,7.0,3985,1734,1505,5,52,180.0,5,16.0,16.0,Bangalore,8873.0,4000.0,7,7.1
43,Hatchback,56997,1,Maruti,Maruti Baleno,Zero Dep,Petrol,Manual,21.4,1197,115.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,180.0,5,16.0,16.0,Bangalore,831.0,6000.0,7,6.92
44,Sedan,120000,1,Hyundai,Hyundai Elantra,Third Party insurance,Petrol,Manual,16.3,1797,177.5,13.0,1797,4.0,4.0,8.0,4530,1775,1470,5,53,191.0,4,16.0,16.0,Bangalore,1475.0,147.0,11,6.5
45,Sedan,59000,1,Audi,Audi A6,Third Party insurance,Diesel,Automatic,18.53,1968,400.0,11.0,1968,4.0,4.0,8.0,4933,1874,1455,5,595,232.0,4,18.0,18.0,Bangalore,18774.0,187.0,8,20.9
46,Hatchback,18835,1,Maruti,Maruti Alto 800,Zero Dep,Petrol,Manual,22.05,796,69.0,7.0,796,3.0,4.0,8.0,3445,1515,1475,5,46,165.0,5,16.0,16.0,Bangalore,4733.0,6000.0,3,4.11
47,SUV,120000,2,Mahindra,Mahindra Scorpio,Third Party insurance,Diesel,Manual,12.05,2179,290.0,10.0,2179,4.0,4.0,6.0,4430,1817,1975,7,56,165.0,5,16.0,16.0,Bangalore,120.0,120.0,14,6.5
48,Hatchback,40000,1,Mini,Mini 3 DOOR,Comprehensive,Petrol,Automatic,17.33,1998,280.0,12.0,1998,4.0,4.0,8.0,3850,1727,1414,4,54,233.0,3,16.0,16.0,Bangalore,18908.0,189.0,8,36.75
49,Hatchback,60932,1,Tata,Tata Tiago,Comprehensive,Petrol,Manual,23.84,1199,114.0,13.0,1199,3.0,4.0,7.0,3746,1647,1535,5,49,150.0,5,15.0,15.0,Bangalore,8383.0,6000.0,5,6.1
50,SUV,33539,2,Kia,Kia Seltos,Comprehensive,Petrol,Automatic,16.5,1353,242.0,9.0,1353,4.0,4.0,5.0,4315,1800,1645,5,53,165.0,5,17.0,17.0,Bangalore,13808.0,138.0,4,16.75
51,Hatchback,66837,2,Tata,Tata Tiago,Comprehensive,Petrol,Manual,23.84,1199,114.0,13.0,1199,3.0,4.0,7.0,3746,1647,1535,5,49,150.0,5,16.0,16.0,Bangalore,84.0,6000.0,6,5.3
52,Sedan,400,1,Mercedes-Benz,Mercedes-Benz E-Class,Third Party,Diesel,Automatic,18.9,2925,600.0,9.0,2925,6.0,4.0,7.0,5075,2065,1495,5,53,250.0,4,18.0,18.0,Bangalore,28161.0,281.0,2,79.9
53,Hatchback,60000,2,Maruti,Maruti Alto,Third Party insurance,Petrol,Manual,19.7,796,62.0,12.0,796,3.0,4.0,8.0,3495,1475,1460,5,46,137.0,5,12.0,12.0,Bangalore,463.0,6200.0,16,2.5
54,Hatchback,44285,1,Hyundai,Hyundai i20,Third Party insurance,Petrol,Manual,18.6,1197,117.0,11.0,1197,4.0,4.0,5.0,3985,1734,1505,5,52,170.0,5,16.0,16.0,Bangalore,8186.0,6000.0,5,7.15
55,SUV,100000,2,Mercedes-Benz,Mercedes-Benz GL-Class,Third Party insurance,Diesel,Automatic,11.3,2987,619.0,13.0,2987,6.0,4.0,7.0,5120,2141,1850,7,62,220.0,5,19.0,19.0,Bangalore,2548.0,254.0,10,35.0
56,SUV,25000,1,Tata,Tata New Safari,Comprehensive,Diesel,Automatic,14.08,1956,350.0,8.0,1956,4.0,4.0,5.0,4661,1894,1786,6,53,165.0,5,18.0,18.0,Bangalore,16767.0,167.0,3,22.5
57,Hatchback,36735,1,Hyundai,Hyundai Grand i10,Comprehensive,Petrol,Manual,18.9,1197,113.75,11.0,1197,4.0,4.0,7.0,3765,1660,1520,5,48,165.0,5,14.0,14.0,Bangalore,8186.0,6000.0,5,6.25
58,SUV,79000,1,Audi,Audi Q7,Comprehensive,Diesel,Automatic,12.07,2967,550.0,11.0,2967,6.0,4.0,8.0,5089,2177,1737,7,60,215.0,5,18.0,18.0,Bangalore,2414.0,241.0,9,26.95
59,SUV,120000,2,Mahindra,Mahindra Scorpio,Third Party insurance,Diesel,Manual,12.05,2179,290.0,10.0,2179,4.0,4.0,6.0,4430,1817,1975,8,56,165.0,5,16.0,16.0,Bangalore,120.0,120.0,14,6.5
60,Hatchback,10000,1,Renault,Renault KWID,Third Party insurance,Petrol,Automatic,22.0,999,91.0,11.0,999,3.0,4.0,5.0,3731,1579,1474,5,49,165.0,5,16.0,16.0,Bangalore,67.0,5500.0,2,5.5
61,SUV,53645,1,Tata,Tata Nexon,Comprehensive,Diesel,Manual,21.5,1497,260.0,12.0,1497,4.0,4.0,8.0,3994,1811,1607,5,51,154.19,5,16.0,16.0,Bangalore,1085.0,108.0,6,8.25
62,Hatchback,100000,2,Hyundai,Hyundai Getz,Third Party insurance,Petrol,Manual,15.3,1341,115.0,13.0,1341,4.0,3.0,8.0,3810,1665,1515,5,5,166.0,5,13.0,13.0,Bangalore,83.0,5500.0,18,2.2
63,Hatchback,53982,1,Maruti,Maruti Celerio,Comprehensive,Petrol,Automatic,26.68,998,89.0,7.0,998,3.0,4.0,8.0,3695,1655,1555,5,53,165.0,5,16.0,16.0,Bangalore,6571.0,5500.0,10,4.28
64,Sedan,110000,1,Skoda,Skoda Rapid,Third Party insurance,Diesel,Manual,21.14,1498,250.0,11.0,1498,4.0,4.0,6.0,4386,1699,1466,5,53,183.0,4,15.0,15.0,Bangalore,10352.0,103.0,10,6.95
65,SUV,37741,2,Ford,Ford Ecosport,Third Party insurance,Petrol,Manual,15.9,1496,149.0,13.0,1496,3.0,4.0,6.0,3998,1765,1647,5,53,165.0,4,16.0,16.0,Bangalore,12069.0,120.0,5,9.3
66,Hatchback,17367,1,Maruti,Maruti Alto 800,Comprehensive,Petrol,Manual,22.05,796,69.0,7.0,796,3.0,4.0,8.0,3445,1515,1475,5,46,165.0,5,16.0,16.0,Bangalore,4733.0,6000.0,3,4.55
67,SUV,94000,1,Hyundai,Hyundai Creta,Comprehensive,Diesel,Manual,19.67,1582,259.9,11.0,1582,4.0,4.0,5.0,4270,1780,1630,5,53,190.0,5,16.0,16.0,Bangalore,1262.0,126.0,7,11.95
68,SUV,33700,1,Tata,Tata Harrier,Comprehensive,Diesel,Automatic,14.6,1956,350.0,8.0,1956,4.0,4.0,5.0,4598,1894,1706,5,53,165.0,5,17.0,17.0,Bangalore,16767.0,167.0,3,21.75
69,Hatchback,54601,3,Maruti,Maruti Swift,Comprehensive,Petrol,Manual,22.38,1197,113.0,7.0,1197,4.0,4.0,8.0,3845,1735,1530,5,48,165.0,5,16.0,16.0,Bangalore,8850.0,6000.0,10,4.42
70,Hatchback,110000,1,Maruti,Maruti Swift,Third Party insurance,Diesel,Manual,28.4,1248,190.0,10.0,1248,4.0,4.0,8.0,3840,1735,1530,5,48,165.0,5,16.0,16.0,Bangalore,74.0,4000.0,6,6.9
71,Hatchback,64000,2,Maruti,Maruti Celerio,Third Party,Petrol,Manual,23.1,998,90.0,13.0,998,3.0,4.0,8.0,3715,1635,1565,5,47,150.0,5,14.0,14.0,Bangalore,6704.0,6000.0,7,5.0
72,Sedan,40525,1,BMW,BMW 3 Series GT,Comprehensive,Diesel,Automatic,21.76,1995,400.0,11.0,1995,4.0,4.0,7.0,4824,1828,1508,5,55,226.0,4,18.0,18.0,Bangalore,188.0,188.0,8,33.95
73,Sedan,100000,1,Maruti,Maruti Ciaz,Third Party insurance,Diesel,Manual,26.21,1248,200.0,13.0,1248,4.0,4.0,8.0,4490,1730,1485,5,54,160.0,4,16.0,16.0,Bangalore,885.0,4000.0,9,6.5
74,Hatchback,44154,2,Honda,Honda Jazz,Comprehensive,Petrol,Automatic,19.0,1199,110.0,11.0,1199,4.0,4.0,5.0,3955,1694,1544,5,51,172.0,5,15.0,15.0,Bangalore,887.0,6000.0,8,5.37
75,MUV,70000,1,Renault,Renault Lodgy,Third Party insurance,Diesel,Manual,19.98,1461,245.0,11.0,1461,4.0,4.0,7.0,4498,1751,1697,7,555,170.0,5,15.0,15.0,Bangalore,1085.0,108.0,8,7.5
76,Sedan,79000,1,Skoda,Skoda Octavia,Comprehensive,Petrol,Automatic,15.1,1798,250.0,13.0,1798,4.0,4.0,9.0,4670,1814,1476,5,52,220.0,4,16.0,16.0,Bangalore,178.0,178.0,6,17.9
77,Hatchback,68039,2,Tata,Tata Tiago,Third Party insurance,Petrol,Manual,23.84,1199,114.0,13.0,1199,3.0,4.0,7.0,3746,1647,1535,5,49,150.0,5,16.0,16.0,Bangalore,84.0,6000.0,6,4.68
78,Hatchback,60000,2,Maruti,Maruti Ritz,Third Party insurance,Petrol,Manual,18.5,1197,114.0,11.0,1197,4.0,4.0,8.0,3775,1680,1620,5,47,156.0,5,16.0,16.0,Bangalore,8580.0,6000.0,10,4.2
79,Hatchback,60000,2,Maruti,Maruti Ritz,Third Party insurance,Petrol,Manual,18.5,1197,114.0,11.0,1197,4.0,4.0,8.0,3775,1680,1620,5,47,156.0,5,16.0,16.0,Bangalore,8580.0,6000.0,10,4.2
80,Hatchback,10000,1,Hyundai,Hyundai i20,Third Party insurance,Petrol,Manual,20.0,998,171.62,8.0,998,3.0,4.0,5.0,3995,1775,1505,5,53,165.0,5,16.0,16.0,Bangalore,11836.0,118.0,3,9.2
81,Sedan,49873,1,Honda,Honda City,Third Party,Petrol,Manual,16.8,1497,146.0,11.0,1497,4.0,4.0,5.0,4440,1695,1485,5,53,165.0,4,15.0,15.0,Bangalore,1163.0,116.0,11,5.33
82,Hatchback,90000,3,Volkswagen,Volkswagen Polo,Third Party insurance,Petrol,Automatic,17.2,1197,175.0,10.0,1197,4.0,4.0,7.0,3970,1682,1453,5,497,165.0,5,15.0,15.0,Bangalore,1036.0,103.0,11,8.5
83,Sedan,48960,2,Skoda,Skoda Rapid,Third Party insurance,Diesel,Manual,21.13,1498,250.0,11.0,1498,4.0,4.0,7.0,4413,1699,1466,5,53,185.0,4,15.0,15.0,Bangalore,1086.0,108.0,7,7.51
84,Hatchback,70000,2,Hyundai,Hyundai Grand i10,Third Party insurance,Diesel,Manual,24.0,1120,160.0,11.0,1120,3.0,4.0,7.0,3765,1660,1520,5,48,157.0,5,16.0,16.0,Bangalore,70.0,4000.0,10,3.88
85,Hatchback,68000,2,Hyundai,Hyundai i20,Comprehensive,Petrol,Manual,18.5,1197,113.7,11.0,1197,4.0,4.0,7.0,3995,1710,1505,5,53,165.0,5,14.0,14.0,Bangalore,8285.0,6000.0,11,4.9
86,SUV,23017,1,Mahindra,Mahindra KUV 100,Third Party,Diesel,Manual,25.32,1198,190.0,11.0,1198,3.0,4.0,7.0,3675,1715,1655,6,505,160.0,5,16.0,16.0,Bangalore,77.0,3750.0,8,4.94
87,Hatchback,83000,2,Hyundai,Hyundai i20,Comprehensive,Diesel,Manual,21.27,1396,219.6,11.0,1396,4.0,4.0,7.0,3995,1710,1505,5,53,165.0,5,14.0,14.0,Bangalore,8876.0,4000.0,10,5.25
88,SUV,92000,2,BMW,BMW X3,Comprehensive,Diesel,Automatic,16.55,1995,400.0,8.0,1995,4.0,4.0,5.0,4708,2138,1676,5,53,165.0,5,19.0,19.0,Bangalore,18774.0,187.0,8,28.9
89,Hatchback,62139,1,Maruti,Maruti Wagon R,Comprehensive,Petrol,Manual,20.51,998,90.0,11.0,998,3.0,4.0,8.0,3636,1475,1670,5,46,152.0,5,16.0,16.0,Bangalore,6704.0,6000.0,6,5.5
90,Hatchback,74000,1,Hyundai,Hyundai i10,Comprehensive,LPG,Manual,19.2,1086,99.04,11.0,1086,4.0,3.0,7.0,3585,1595,1550,5,47,165.0,5,13.0,13.0,Bangalore,6805.0,5500.0,11,3.65
91,Hatchback,26500,2,Renault,Renault KWID,Comprehensive,Petrol,Automatic,24.04,999,91.0,11.0,999,3.0,4.0,5.0,3679,1579,1478,5,49,159.4,5,16.0,16.0,Bangalore,67.0,5500.0,8,4.2
92,Sedan,81716,1,Volvo,Volvo S60,Comprehensive,Diesel,Automatic,27.03,1969,400.0,12.0,1969,4.0,4.0,8.0,4635,2097,1484,5,565,215.0,4,17.0,17.0,Bangalore,190.0,190.0,7,18.95
93,Sedan,24000,2,Mercedes-Benz,Mercedes-Benz E-Class,Comprehensive,Diesel,Automatic,17.0,2987,620.0,11.0,2987,6.0,4.0,7.0,5063,1860,1494,5,6,250.0,4,17.0,17.0,Bangalore,2548.0,254.0,6,59.9
94,SUV,10000,1,Mahindra,Mahindra XUV300,Third Party insurance,Petrol,Automatic,17.0,1197,200.0,10.0,1197,3.0,4.0,5.0,3995,1821,1627,5,53,165.0,5,16.0,16.0,Bangalore,1086.0,108.0,2,10.5
95,SUV,18000,1,MG,MG Hector Plus,Comprehensive,Petrol,Automatic,16.56,1451,250.0,8.0,1451,4.0,4.0,6.0,4720,1835,1760,6,53,165.0,5,18.0,18.0,Bangalore,141.0,141.0,3,20.75
96,Hatchback,38197,1,Honda,Honda Brio,Third Party,Petrol,Manual,19.4,1198,109.0,11.0,1198,4.0,4.0,7.0,3610,1680,1500,5,45,165.0,5,16.0,16.0,Bangalore,868.0,6000.0,11,3.94
97,Hatchback,23000,2,Maruti,Maruti Baleno,Comprehensive,Petrol,Automatic,19.56,1197,113.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,165.0,5,16.0,16.0,Bangalore,8180.0,6000.0,7,7.25
98,Hatchback,50000,1,Maruti,Maruti Alto K10,Third Party insurance,Petrol,Manual,20.92,998,90.0,9.0,998,3.0,4.0,8.0,3620,1475,1460,5,46,165.0,5,13.0,13.0,Bangalore,671.0,6200.0,11,2.4
99,SUV,10000,1,Renault,Renault Kiger,Third Party insurance,Petrol,Automatic,19.03,999,96.0,8.0,999,3.0,4.0,7.0,3991,1750,1605,5,53,165.0,5,16.0,16.0,Bangalore,7101.0,6250.0,2,8.35
100,Hatchback,19000,1,Hyundai,Hyundai Grand i10,Third Party insurance,Petrol,Manual,18.9,1197,113.75,11.0,1197,4.0,4.0,7.0,3765,1660,1520,5,48,165.0,5,14.0,14.0,Bangalore,8186.0,6000.0,5,6.95
101,SUV,14000,1,Kia,Kia Seltos,Comprehensive,Petrol,Automatic,16.5,1353,242.0,9.0,1353,4.0,4.0,5.0,4315,1800,1645,5,53,165.0,5,17.0,17.0,Bangalore,13808.0,138.0,4,17.25
102,Hatchback,29268,1,Hyundai,Hyundai EON,Comprehensive,Petrol,Manual,21.1,814,74.5,11.0,814,3.0,3.0,7.0,3495,1550,1500,5,46,135.0,5,16.0,16.0,Bangalore,552.0,5500.0,10,3.3
103,Sedan,20000,1,Volkswagen,Volkswagen Vento,Third Party insurance,Petrol,Automatic,18.19,1197,175.0,13.0,1197,4.0,4.0,8.0,4390,1699,1467,5,54,185.0,4,15.0,15.0,Bangalore,1032.0,103.0,5,9.9
104,Sedan,30000,1,Toyota,Toyota Yaris,Third Party insurance,Petrol,Manual,17.1,1496,140.0,11.0,1496,4.0,4.0,6.0,4425,1730,1495,5,51,165.0,4,16.0,16.0,Bangalore,1055.0,105.0,6,7.5
105,Hatchback,64374,1,Honda,Honda Jazz,Third Party insurance,Petrol,Automatic,19.0,1199,110.0,11.0,1199,4.0,4.0,5.0,3955,1694,1544,5,51,172.0,5,15.0,15.0,Bangalore,887.0,6000.0,6,7.55
106,SUV,30000,1,MG,MG Hector,Third Party insurance,Diesel,Manual,17.41,1956,350.0,7.0,1956,4.0,4.0,6.0,4655,1835,1760,5,53,165.0,5,17.0,17.0,Bangalore,16768.0,167.0,3,17.5
107,SUV,7100,1,Hyundai,Hyundai Alcazar,Comprehensive,Petrol,Automatic,14.2,1999,191.0,10.0,1999,4.0,4.0,5.0,4500,1790,1675,6,53,165.0,5,18.0,18.0,Bangalore,1569.0,156.0,2,20.83
108,Hatchback,43679,1,Hyundai,Hyundai i10,Comprehensive,Petrol,Manual,19.81,1086,99.04,11.0,1086,4.0,3.0,7.0,3585,1595,1550,5,53,165.0,5,13.0,13.0,Bangalore,6805.0,5500.0,14,2.71
109,SUV,40000,1,Hyundai,Hyundai Creta,Third Party insurance,Petrol,Automatic,14.8,1591,151.0,11.0,1591,4.0,4.0,6.0,4270,1780,1665,5,53,165.0,5,17.0,17.0,Bangalore,1213.0,121.0,6,12.8
110,Hatchback,40562,1,Hyundai,Hyundai i20,Third Party,Diesel,Manual,22.54,1396,219.6,11.0,1396,4.0,4.0,7.0,3995,1710,1505,5,53,165.0,5,14.0,14.0,Bangalore,8876.0,4000.0,12,4.36
111,SUV,26500,2,Hyundai,Hyundai Creta,Comprehensive,Petrol,Automatic,18.9,1397,242.0,10.0,1397,4.0,4.0,5.0,4300,1790,1635,5,53,165.0,5,17.0,17.0,Bangalore,13812.0,138.0,3,16.75
112,SUV,20000,1,Hyundai,Hyundai Venue,Third Party insurance,Petrol,Automatic,18.15,998,171.6,8.0,998,3.0,4.0,6.0,3995,1770,1605,5,53,165.0,5,16.0,16.0,Bangalore,11835.0,118.0,5,12.5
113,SUV,58600,1,Mahindra,Mahindra XUV500,Third Party insurance,Diesel,Automatic,16.0,2179,330.0,11.0,2179,4.0,4.0,6.0,4585,1890,1785,7,56,185.0,5,17.0,17.0,Bangalore,140.0,140.0,8,13.5
