,width,reg_age,length,wheel size,alloy wheel size,rpm,km,city,torque,top speed,mileage,height,model,engine and transmission,transmission,engine,displacement
946,0.1358024691358024,0.14285714285714285,0.23754019292604522,16.0,16.0,0.8333333333333334,0.004349090909090909,0,0.09962139138665405,0.532258064516129,0.10999097201324104,1.8624568288848762e-05,176,7.0,1,0.1996,0.1996
947,0.45679012345679015,0.23809523809523808,0.5209003215434085,17.0,17.0,0.019090909090909092,0.01181818181818182,0,0.30182205395172734,0.6129032258064516,0.07470659043033406,2.28301159669759e-05,73,11.0,0,0.3164,0.3164
948,0.33333333333333326,0.5238095238095237,0.25562700964630225,16.0,16.0,0.9090909090909091,0.012078909090909092,0,0.12328442972077615,0.532258064516129,0.09268733072524826,1.4152001710523077e-05,61,11.0,1,0.2396,0.2396
949,0.40000000000000013,0.23809523809523808,0.411977491961415,16.0,16.0,0.9090909090909091,0.009835818181818182,0,0.12446758163748224,0.5298709677419354,0.0783930183569064,2.089422894053643e-05,69,11.0,1,0.2398,0.2398
950,0.4135802469135801,0.09523809523809523,0.41036977491961424,16.0,16.0,0.9090909090909091,0.005028181818181819,0,0.12801703738760056,0.532258064516129,0.09389106229310865,1.4819548961019446e-05,287,8.0,0,0.2394,0.2394
954,0.4814814814814816,0.047619047619047616,0.5389871382636657,16.0,16.0,0.01712121212121212,0.0018181818181818184,0,0.16469474680548982,0.532258064516129,0.07312669274751732,2.3831436842720467e-05,107,9.0,1,0.2994,0.2994
955,0.45679012345679015,0.19047619047619047,0.5209003215434085,17.0,17.0,0.019090909090909092,0.012727272727272728,0,0.3017865593942262,0.532258064516129,0.07914535058681915,2.5166531343713205e-05,73,11.0,0,0.3164,0.3164
957,0.4691358024691359,0.09523809523809523,0.41036977491961424,16.0,16.0,0.01787878787878788,0.0018181818181818184,0,0.19782300047326076,0.532258064516129,0.08365934396629551,2.3631172667571543e-05,108,9.0,1,0.1996,0.1996
958,0.35185185185185186,0.3333333333333333,0.5892282958199357,15.0,15.0,0.5454545454545454,0.02,0,0.23095125414103168,0.5645161290322581,0.14234125789948843,1.3818228085274892e-05,63,13.0,1,0.29960000000000003,0.29960000000000003
959,0.08024691358024683,0.14285714285714285,0.28175241157556274,16.0,16.0,0.9090909090909091,0.005454545454545455,0,0.110269758637009,0.532258064516129,0.06793560036111948,3.584728735165515e-05,164,7.0,1,0.23920000000000002,0.23920000000000002
960,0.40000000000000013,0.23809523809523808,0.411977491961415,16.0,16.0,0.9090909090909091,0.002606909090909091,0,0.12446758163748224,0.5298709677419354,0.0783930183569064,2.089422894053643e-05,69,11.0,1,0.2398,0.2398
961,0.08024691358024683,0.14285714285714285,0.28175241157556274,16.0,16.0,0.9090909090909091,0.005454545454545455,0,0.110269758637009,0.532258064516129,0.06793560036111948,3.584728735165515e-05,164,7.0,1,0.23920000000000002,0.23920000000000002
962,0.08024691358024683,0.5714285714285714,0.24959807073954998,13.0,13.0,0.9393939393939394,0.013418000000000001,0,0.10080454330336015,0.532258064516129,0.08892566957568462,2.750294672045051e-05,184,10.0,1,0.1996,0.1996
963,0.5074074074074073,0.09523809523809523,0.41036977491961424,16.0,16.0,0.016363636363636365,0.007116181818181818,0,0.23095125414103168,0.532258064516129,0.07086969605777912,2.262985179182699e-05,146,8.0,0,0.2394,0.2394
964,0.4444444444444444,0.14285714285714285,0.41036977491961424,16.0,16.0,0.9090909090909091,0.003636363636363637,0,0.1289162328442972,0.532258064516129,0.07854348480288895,2.1161247840734978e-05,85,9.0,1,0.2394,0.2394
965,0.1728395061728396,0.42857142857142855,0.20940514469453397,16.0,16.0,0.8333333333333334,0.01629690909090909,0,0.08246568859441553,0.43548387096774194,0.10547697863376468,1.4152001710523077e-05,74,11.0,1,0.1628,0.1628
966,0.8,0.5714285714285714,0.6040996784565917,17.0,17.0,0.027878787878787878,0.012727272727272728,0,0.4439185991481306,0.6612903225806451,0.07500752332229912,1.715596433775675e-05,20,10.0,0,0.399,0.399
967,0.40123456790123435,0.2857142857142857,0.5711414790996785,15.0,15.0,0.015303030303030303,0.0030592727272727273,0,0.15617605300520587,0.532258064516129,0.10103821847727959,2.6835399469954128e-05,165,8.0,1,0.2924,0.2924
968,0.345679012345679,0.2857142857142857,0.29180064308681675,16.0,16.0,0.9090909090909091,0.004569636363636364,0,0.12801703738760056,0.532258064516129,0.10389708095094796,2.049370059023861e-05,172,11.0,1,0.2394,0.2394
969,0.12962962962962954,0.23809523809523808,0.18327974276527348,16.0,16.0,0.9090909090909091,0.014545454545454547,0,0.07595835305253194,0.45161290322580644,0.13256093891062293,1.248313358428214e-05,155,11.0,1,0.1592,0.1592
971,0.43827160493827155,0.42857142857142855,0.647508038585209,15.0,15.0,0.015151515151515152,0.016363636363636365,0,0.23095125414103168,0.5,0.04446283478784232,3.150823022342874e-05,289,11.0,1,0.4988,0.4988
972,0.43827160493827155,0.42857142857142855,0.647508038585209,15.0,15.0,0.015151515151515152,0.016363636363636365,0,0.23095125414103168,0.5,0.04446283478784232,3.150823022342874e-05,289,11.0,1,0.4988,0.4988
974,0.5074074074074073,0.19047619047619047,0.41036977491961424,17.0,17.0,0.016666666666666666,0.012727272727272728,0,0.23095125414103168,0.5645161290322581,0.07463135720734276,2.262985179182699e-05,146,10.0,1,0.2394,0.2394
976,0.35185185185185186,0.8095238095238095,0.41036977491961424,13.0,13.0,0.9090909090909091,0.003636363636363637,0,0.12801703738760056,0.532258064516129,0.08892566957568462,1.4485775335771261e-05,82,4.0,1,0.2172,0.2172
977,0.4296296296296298,0.09523809523809523,0.409967845659164,16.0,16.0,0.946969696969697,0.0018181818181818184,0,0.10790345480359678,0.532258064516129,0.08779717123081554,1.8958341914096947e-05,225,12.0,1,0.1998,0.1998
978,0.18518518518518512,0.19047619047619047,0.18287781350482324,16.0,16.0,0.8603030303030303,0.003636363636363637,0,0.07950780880265026,0.532258064516129,0.11751429431236834,1.6888945437558203e-05,39,11.0,1,0.1598,0.1598
979,0.4691358024691359,0.14285714285714285,0.41036977491961424,16.0,16.0,0.6060606060606061,0.006361818181818182,0,0.2782773308092759,0.532258064516129,0.08892566957568462,2.3631172667571543e-05,108,9.0,1,0.29860000000000003,0.29860000000000003
980,0.2777777777777779,0.3333333333333333,0.29782958199356924,16.0,16.0,0.9090909090909091,0.006038181818181818,0,0.10080454330336015,0.4838709677419355,0.12052362323201929,1.849105883874949e-05,160,13.0,0,0.1996,0.1996
981,0.39382716049382727,0.14285714285714285,0.5892282958199357,16.0,16.0,0.019090909090909092,0.014545454545454547,0,0.3017865593942262,0.532258064516129,0.11224796870297923,1.248313358428214e-05,86,11.0,1,0.3164,0.3164
982,0.3024691358024689,0.38095238095238093,0.289790996784566,16.0,16.0,0.8333333333333334,0.005100181818181819,0,0.09962139138665405,0.532258064516129,0.147457117062895,1.782351158825312e-05,160,7.0,0,0.1996,0.1996
983,0.4814814814814816,0.047619047619047616,0.629421221864952,16.0,16.0,0.02090909090909091,0.004050909090909091,0,0.2806436346426881,0.4967096774193548,0.07086969605777912,2.8036984520847606e-05,105,9.0,0,0.2706,0.2706
984,0.35185185185185186,0.7619047619047619,0.41036977491961424,15.0,15.0,0.9090909090909091,0.02181818181818182,0,0.12801703738760056,0.532258064516129,0.0806500150466446,1.4485775335771261e-05,179,4.0,1,0.24960000000000002,0.24960000000000002
985,0.3086419753086418,0.2857142857142857,0.31792604501607724,16.0,16.0,0.9090909090909091,0.0038532727272727273,0,0.12890440132513012,0.532258064516129,0.08892566957568462,1.5487096211515815e-05,77,11.0,1,0.2394,0.2394
986,0.5024691358024691,0.6190476190476191,0.7491961414790997,17.0,17.0,0.03939393939393939,0.02181818181818182,0,0.03573118788452437,0.532258064516129,0.0370147457117063,1.1615322158636861e-05,251,11.0,0,0.7194,0.7194
987,0.33333333333333326,0.09523809523809523,0.33400321543408373,16.0,16.0,0.9090909090909091,0.0013000000000000002,0,0.12896355892096542,0.532258064516129,0.10246764971411376,1.5487096211515815e-05,78,8.0,1,0.2394,0.2394
988,0.2925925925925925,0.3333333333333333,0.31028938906752423,14.0,14.0,0.9090909090909091,0.0024112727272727276,0,0.12920018930430666,0.4838709677419355,0.12609088173337346,1.6488417087260368e-05,273,13.0,1,0.2398,0.2398
989,0.46666666666666656,0.5238095238095237,0.652331189710611,16.0,16.0,0.024696969696969696,0.018181818181818184,0,0.4439185991481306,0.532258064516129,0.07688835389708096,1.2616643034381414e-05,29,11.0,1,0.3996,0.3996
990,0.8493827160493825,0.5238095238095237,0.6728295819935692,17.0,17.0,0.027878787878787878,0.018181818181818184,0,0.4439185991481306,0.6774193548387096,0.06778513391513694,2.4899512443514658e-05,21,12.0,0,0.399,0.399
991,0.4135802469135801,0.3333333333333333,0.41036977491961424,16.0,16.0,0.9090909090909091,0.018181818181818184,0,0.13038334122101278,0.5806451612903226,0.10773397532350285,1.4819548961019446e-05,157,11.0,1,0.2394,0.2394
992,0.33333333333333326,0.42857142857142855,0.534967845659164,14.0,14.0,0.6060606060606061,0.016363636363636365,0,0.1984145764316138,0.532258064516129,0.08365934396629551,3.0840682972932355e-05,30,11.0,1,0.24960000000000002,0.24960000000000002
993,0.4950617283950616,0.23809523809523808,0.409967845659164,16.0,16.0,0.016363636363636365,0.007272727272727274,0,0.19545669663984855,0.4973870967741935,0.07463135720734276,2.1294757290834252e-05,265,12.0,0,0.2396,0.2396
994,0.37037037037037046,0.4761904761904761,0.41036977491961424,14.0,14.0,0.6060606060606061,0.009090909090909092,0,0.25414103170847135,0.532258064516129,0.11149563647306651,1.4485775335771261e-05,90,11.0,1,0.2792,0.2792
995,0.1049382716049383,0.38095238095238093,0.05024115755627023,16.0,16.0,0.8333333333333334,0.009090909090909092,0,0.054661618551822055,0.3387096774193548,0.13782726452001204,2.4298719918067926e-05,263,13.0,1,0.12480000000000001,0.12480000000000001
996,0.14197530864197527,0.7142857142857142,0.23754019292604522,13.0,13.0,0.8333333333333334,0.009090909090909092,0,0.10802176999526739,0.532258064516129,0.08155281372253989,2.0159926964990424e-05,82,11.0,1,0.2172,0.2172
999,0.406172839506173,0.19047619047619047,0.4083601286173635,16.0,16.0,0.946969696969697,0.011254909090909091,0,0.10790345480359678,0.532258064516129,0.09720132410472465,2.369792739262118e-05,243,11.0,1,0.1998,0.1998
1000,0.18518518518518512,0.23809523809523808,0.18287781350482324,16.0,16.0,0.8333333333333334,0.00698109090909091,0,0.10198769522006626,0.532258064516129,0.11977129100210654,1.6888945437558203e-05,39,11.0,0,0.1998,0.1998
1001,0.35185185185185186,0.9047619047619047,0.41036977491961424,14.0,14.0,0.015151515151515152,0.005454545454545455,0,0.00982016090866067,0.532258064516129,0.04303340355100813,1.4485775335771261e-05,63,9.0,1,0.29860000000000003,0.29860000000000003
1002,0.4691358024691359,0.047619047619047616,0.41036977491961424,16.0,16.0,0.01787878787878788,0.001374727272727273,0,0.19782300047326076,0.532258064516129,0.08365934396629551,2.3631172667571543e-05,108,9.0,1,0.1996,0.1996
1003,0.1728395061728396,0.2857142857142857,0.20940514469453397,16.0,16.0,0.8333333333333334,0.005454545454545455,0,0.08246568859441553,0.43548387096774194,0.10547697863376468,1.4152001710523077e-05,74,11.0,1,0.1628,0.1628
1004,0.4222222222222223,0.047619047619047616,0.629823151125402,16.0,16.0,0.01712121212121212,0.0012238181818181818,0,0.20492191197349738,0.532258064516129,0.09321396328618717,1.4619284785870535e-05,250,9.0,1,0.1998,0.1998
1005,0.5037037037037038,0.19047619047619047,0.5711414790996785,16.0,16.0,0.024242424242424242,0.003636363636363637,0,0.29010884997633696,0.6022258064516129,0.06710803490821549,2.349766321747227e-05,101,11.0,1,0.2736,0.2736
1006,0.40123456790123435,0.23809523809523808,0.34807073954983925,16.0,16.0,0.9090909090909091,0.01010309090909091,0,0.12801703738760056,0.532258064516129,0.1063045440866687,1.6154643462012183e-05,179,12.0,0,0.2394,0.2394
1007,0.41975308641975295,0.09523809523809523,0.4087620578778135,16.0,16.0,0.7575757575757576,0.008897818181818182,0,0.17415996213913865,0.532258064516129,0.0839602768582606,2.1161247840734978e-05,239,9.0,0,0.1998,0.1998
1008,0.40123456790123435,0.2857142857142857,0.34807073954983925,16.0,16.0,0.6060606060606061,0.014545454545454547,0,0.21911973497397064,0.532258064516129,0.16039723141739393,1.6154643462012183e-05,179,10.0,1,0.24960000000000002,0.24960000000000002
1009,0.508641975308642,0.4761904761904761,0.5389871382636657,16.0,16.0,0.016363636363636365,0.014545454545454547,0,0.2877425461429247,0.532258064516129,0.08975323502858865,2.7169173095202312e-05,236,11.0,1,0.2922,0.2922
1010,0.33333333333333326,0.6190476190476191,0.329983922829582,14.0,14.0,0.946969696969697,0.0018181818181818184,0,0.11500236630383341,0.4774193548387097,0.06409870598856457,9.278906781899556e-06,54,11.0,1,0.23920000000000002,0.23920000000000002
1011,0.4814814814814816,0.047619047619047616,0.5389871382636657,16.0,16.0,0.01712121212121212,0.0018181818181818184,0,0.16469474680548982,0.532258064516129,0.07312669274751732,2.3831436842720467e-05,107,9.0,1,0.2994,0.2994
1012,0.2925925925925925,0.3333333333333333,0.31028938906752423,14.0,14.0,0.9090909090909091,0.01090909090909091,0,0.12920018930430666,0.4838709677419355,0.12609088173337346,1.6488417087260368e-05,273,13.0,1,0.2398,0.2398
1013,0.35185185185185186,0.3333333333333333,0.41036977491961424,14.0,14.0,0.016666666666666666,0.01300818181818182,0,0.15522953147184096,0.5064516129032258,0.07470659043033406,1.5820869836764e-05,49,12.0,0,0.2998,0.2998
1014,0.35185185185185186,0.7619047619047619,0.41036977491961424,13.0,13.0,0.9090909090909091,0.01090909090909091,0,0.12801703738760056,0.532258064516129,0.08892566957568462,1.4485775335771261e-05,82,4.0,1,0.2172,0.2172
1015,0.5246913580246912,0.3333333333333333,0.41036977491961424,15.0,15.0,0.015151515151515152,0.014545454545454547,0,0.2782773308092759,0.5032258064516129,0.08584110743304244,3.5914042076704787e-05,142,10.0,0,0.29860000000000003,0.29860000000000003
1016,0.35185185185185186,0.38095238095238093,0.41036977491961424,12.0,12.0,0.9090909090909091,0.02181818181818182,0,0.12801703738760056,0.3064516129032258,0.028739091182666272,1.4485775335771261e-05,174,4.0,1,0.1592,0.1592
1017,0.4814814814814816,0.14285714285714285,0.5389871382636657,16.0,16.0,0.01712121212121212,0.01090909090909091,0,0.16469474680548982,0.532258064516129,0.07312669274751732,2.3831436842720467e-05,107,9.0,1,0.2994,0.2994
1018,0.3086419753086418,0.3333333333333333,0.31792604501607724,14.0,14.0,0.9090909090909091,0.010286727272727274,0,0.12920018930430666,0.5258064516129032,0.08892566957568462,1.5487096211515815e-05,77,11.0,0,0.2394,0.2394
1019,0.45679012345679015,0.23809523809523808,0.5209003215434085,17.0,17.0,0.018333333333333333,0.010358909090909092,0,0.17297681022243255,0.532258064516129,0.04453806801083359,2.28301159669759e-05,73,11.0,0,0.31820000000000004,0.31820000000000004
1020,0.4444444444444444,0.09523809523809523,0.41036977491961424,16.0,16.0,0.01787878787878788,0.0018181818181818184,0,0.1973497397065783,0.532258064516129,0.08215467950647007,2.1161247840734978e-05,85,9.0,1,0.1996,0.1996
1021,0.37037037037037046,0.4761904761904761,0.41036977491961424,14.0,14.0,0.9090909090909091,0.007335272727272728,0,0.12884524372929482,0.532258064516129,0.08591634065603371,1.4485775335771261e-05,90,11.0,1,0.2394,0.2394
1022,0.43827160493827155,0.23809523809523808,0.41157556270096474,16.0,16.0,0.5681818181818182,0.006584727272727273,0,0.2368670137245622,0.532258064516129,0.11977129100210654,2.396494629281974e-05,50,13.0,1,0.29960000000000003,0.29960000000000003
1023,0.20864197530864192,0.047619047619047616,0.30426045016077174,16.0,16.0,0.8333333333333334,0.0018181818181818184,0,0.10198769522006626,0.532258064516129,0.11224796870297923,1.2416378859232504e-05,238,11.0,0,0.1998,0.1998
1024,0.45679012345679015,0.23809523809523808,0.5209003215434085,16.0,16.0,0.018333333333333333,0.008357272727272727,0,0.17297681022243255,0.532258064516129,0.061766476075835096,2.28301159669759e-05,73,11.0,1,0.31820000000000004,0.31820000000000004
1026,0.35185185185185186,0.3333333333333333,0.5892282958199357,15.0,15.0,0.017727272727272727,0.01363309090909091,0,0.1658778987221959,0.6290322580645161,0.08215467950647007,1.3818228085274892e-05,63,13.0,0,0.2994,0.2994
1027,0.4950617283950616,0.14285714285714285,0.409967845659164,16.0,16.0,0.016363636363636365,0.003986363636363637,0,0.19545669663984855,0.4973870967741935,0.07463135720734276,2.1294757290834252e-05,265,12.0,0,0.2396,0.2396
1028,0.35679012345679006,0.38095238095238093,0.567524115755627,15.0,15.0,0.015606060606060606,0.02181818181818182,0,0.29010884997633696,0.6,0.10969003912127598,1.1882341058835408e-05,249,11.0,0,0.29960000000000003,0.29960000000000003
1029,0.35185185185185186,0.6190476190476191,0.5811897106109325,15.0,15.0,0.01787878787878788,0.012727272727272728,0,0.16706105063890203,0.532258064516129,0.07463135720734276,1.2816907209530325e-05,63,11.0,1,0.2994,0.2994
1030,0.33333333333333326,0.42857142857142855,0.4083601286173635,16.0,16.0,0.5454545454545454,0.014545454545454547,0,0.23095125414103168,0.5483870967741935,0.14083659343966298,1.4485775335771261e-05,59,10.0,1,0.29960000000000003,0.29960000000000003
1031,0.345679012345679,0.6666666666666665,0.3159163987138265,14.0,14.0,0.9090909090909091,0.016363636363636365,0,0.007927117841930904,0.5161290322580645,0.06786036713812821,1.6154643462012183e-05,179,12.0,1,0.2596,0.2596
1032,0.4296296296296298,0.09523809523809523,0.409967845659164,16.0,16.0,0.946969696969697,0.003636363636363637,0,0.10790345480359678,0.532258064516129,0.08779717123081554,1.8958341914096947e-05,225,12.0,1,0.1998,0.1998
1033,0.5493827160493827,0.09523809523809523,0.4063504823151127,18.0,18.0,0.019696969696969695,0.009090909090909092,0,0.3492664458116422,0.532258064516129,0.08892566957568462,3.711562712759825e-05,144,8.0,0,0.4368,0.4368
1034,0.4296296296296298,0.09523809523809523,0.409967845659164,16.0,16.0,0.946969696969697,0.0018181818181818184,0,0.10790345480359678,0.532258064516129,0.08779717123081554,1.8958341914096947e-05,225,12.0,1,0.1998,0.1998
1035,0.22839506172839497,0.6190476190476191,0.24557877813504825,13.0,13.0,0.9090909090909091,0.014545454545454547,0,0.12647893989588263,0.532258064516129,0.09990972013241048,1.7489737963004935e-05,89,13.0,1,0.2394,0.2394
1037,0.5629629629629631,0.19047619047619047,0.647508038585209,17.0,17.0,0.018333333333333333,0.009090909090909092,0,0.3492664458116422,0.46774193548387094,0.07688835389708096,3.2442796374123654e-05,135,10.0,1,0.2994,0.2994
1038,0.12962962962962954,0.38095238095238093,0.18930868167202575,16.0,16.0,0.9090909090909091,0.009164727272727274,0,0.07595835305253194,0.532258064516129,0.11262413481793562,1.248313358428214e-05,155,7.0,1,0.1592,0.1592
1039,0.3086419753086418,0.2857142857142857,0.31792604501607724,16.0,16.0,0.9090909090909091,0.0048150909090909095,0,0.12890440132513012,0.532258064516129,0.08892566957568462,1.5487096211515815e-05,77,11.0,1,0.2394,0.2394
1040,0.31481481481481466,0.38095238095238093,0.28778135048231523,16.0,16.0,0.6060606060606061,0.014545454545454547,0,0.1599621391386654,0.5,0.13481793560036112,1.3150680834778523e-05,259,11.0,1,0.2792,0.2792
1041,0.3765432098765433,0.23809523809523808,0.28175241157556274,14.0,14.0,0.8333333333333334,0.002200727272727273,0,0.13038334122101278,0.5161290322580645,0.08328317785133915,2.4498984093216836e-05,133,11.0,1,0.2396,0.2396
1042,0.3506172839506172,0.09523809523809523,0.40795819935691324,15.0,15.0,0.9090909090909091,0.004312909090909091,0,0.12446758163748224,0.532258064516129,0.07538368943725551,1.7089209612707114e-05,66,8.0,0,0.2398,0.2398
1043,0.33333333333333326,0.5238095238095237,0.329983922829582,16.0,16.0,0.6060606060606061,0.014545454545454547,0,0.1836251774727875,0.532258064516129,0.09720132410472465,9.278906781899556e-06,54,11.0,1,0.2798,0.2798
1044,0.1358024691358024,0.047619047619047616,0.23754019292604522,16.0,16.0,0.8333333333333334,0.0014930909090909092,0,0.09962139138665405,0.532258064516129,0.10999097201324104,1.8624568288848762e-05,176,7.0,1,0.1996,0.1996
1045,0.43827160493827155,0.5714285714285714,0.7351286173633442,16.0,16.0,0.024696969696969696,0.014545454545454547,0,0.03655939422621865,0.7,0.036262413481793564,1.341769973497707e-05,251,13.0,0,0.49920000000000003,0.49920000000000003
1046,0.4135802469135801,0.09523809523809523,0.41036977491961424,16.0,16.0,0.9090909090909091,0.0017014545454545455,0,0.13038334122101278,0.5806451612903226,0.10773397532350285,1.4819548961019446e-05,157,11.0,0,0.2394,0.2394
1047,0.40123456790123435,0.3333333333333333,0.41036977491961424,16.0,16.0,0.9090909090909091,0.011274727272727273,0,0.12801703738760056,0.532258064516129,0.11533253084562145,1.515332258626763e-05,180,6.0,1,0.2394,0.2394
1048,0.2592592592592593,0.5714285714285714,0.47266881028938923,14.0,14.0,0.07575757575757576,0.02181818181818182,0,0.010293421675343115,0.49870967741935485,0.07463135720734276,1.6822190712508566e-05,260,13.0,1,0.281,0.281
1049,0.8641975308641976,0.5714285714285714,0.9135852090032155,19.0,19.0,0.057424242424242426,0.016363636363636365,0,0.6036441079034548,0.8064516129032258,0.025729762263015356,1.0680756007941944e-05,100,10.0,0,1.0,1.0
1050,0.8641975308641976,0.5714285714285714,0.9135852090032155,19.0,19.0,0.057424242424242426,0.016363636363636365,0,0.6036441079034548,0.8064516129032258,0.025729762263015356,1.0680756007941944e-05,100,10.0,0,1.0,1.0
1051,0.33333333333333326,0.4761904761904761,0.329983922829582,16.0,16.0,0.6060606060606061,0.009090909090909092,0,0.1836251774727875,0.532258064516129,0.09720132410472465,9.278906781899556e-06,54,11.0,1,0.2798,0.2798
1052,0.28641975308641965,0.6190476190476191,0.40916398713826374,14.0,14.0,0.6060606060606061,0.018181818181818184,0,0.17770941788925695,0.5258064516129032,0.09268733072524826,1.5019813136168356e-05,244,13.0,1,0.2844,0.2844
1053,0.45679012345679015,0.7142857142857142,0.5815916398713827,16.0,16.0,0.01818181818181818,0.018181818181818184,0,0.024491244675816374,0.532258064516129,0.05507071922961181,4.352408073236342e-05,271,11.0,1,0.4358,0.4358
1054,0.345679012345679,0.9999999999999998,0.5289389067524117,13.0,13.0,0.07575757575757576,0.02181818181818182,0,0.009110269758637008,0.5,0.05808004814926273,9.47917095704848e-06,221,11.0,1,0.3996,0.3996
1056,0.33333333333333326,0.38095238095238093,0.4083601286173635,16.0,16.0,0.9090909090909091,0.009090909090909092,0,0.12328442972077615,0.5161290322580645,0.08215467950647007,1.4485775335771261e-05,59,10.0,1,0.2396,0.2396
1057,0.20864197530864192,0.047619047619047616,0.30426045016077174,16.0,16.0,0.8333333333333334,0.0018181818181818184,0,0.10198769522006626,0.532258064516129,0.11029190490520613,1.2416378859232504e-05,238,11.0,1,0.1998,0.1998
1058,0.3086419753086418,0.19047619047619047,0.31792604501607724,16.0,16.0,0.9090909090909091,0.007049272727272728,0,0.12890440132513012,0.532258064516129,0.08892566957568462,1.5487096211515815e-05,77,11.0,1,0.2394,0.2394
1059,0.2777777777777779,0.23809523809523808,0.29782958199356924,16.0,16.0,0.9090909090909091,0.007668,0,0.10080454330336015,0.532258064516129,0.10946433945230213,1.849105883874949e-05,162,10.0,0,0.1996,0.1996
1060,0.2592592592592593,0.2857142857142857,0.4075562700964632,14.0,14.0,0.6818181818181818,0.02181818181818182,0,0.15404637955513487,0.532258064516129,0.09035510081251882,1.6822190712508566e-05,260,9.0,1,0.2792,0.2792
1061,0.20864197530864192,0.2857142857142857,0.2833601286173635,16.0,16.0,0.8333333333333334,0.007854363636363637,0,0.10198769522006626,0.5025806451612903,0.11984652422509784,1.2683397759431051e-05,238,11.0,1,0.1998,0.1998
1062,0.5925925925925928,0.42857142857142855,0.647508038585209,16.0,16.0,0.021212121212121213,0.01181818181818182,0,0.38476100331282537,0.5645161290322581,0.06033704483900091,3.317709834966966e-05,147,11.0,1,0.4358,0.4358
1063,0.4135802469135801,0.3333333333333333,0.41036977491961424,16.0,16.0,0.9090909090909091,0.003636363636363637,0,0.13038334122101278,0.5806451612903226,0.10773397532350285,1.4819548961019446e-05,157,11.0,1,0.2394,0.2394
1064,0.20864197530864192,0.19047619047619047,0.30426045016077174,16.0,16.0,0.8484848484848485,0.0018463636363636364,0,0.07950780880265026,0.532258064516129,0.11412879927776107,1.2416378859232504e-05,238,7.0,1,0.1598,0.1598
1065,0.35185185185185186,0.047619047619047616,0.41036977491961424,13.0,13.0,0.9090909090909091,0.020118909090909094,0,0.12801703738760056,0.532258064516129,0.08892566957568462,1.4485775335771261e-05,82,4.0,1,0.2172,0.2172
1066,0.40123456790123435,0.14285714285714285,0.34807073954983925,15.0,15.0,0.9090909090909091,0.009218909090909092,0,0.12801703738760056,0.532258064516129,0.1063045440866687,1.6154643462012183e-05,179,12.0,1,0.2394,0.2394
1067,0.33333333333333326,0.14285714285714285,0.33400321543408373,15.0,15.0,0.9090909090909091,0.006313636363636364,0,0.19782300047326076,0.532258064516129,0.10246764971411376,1.5487096211515815e-05,78,8.0,1,0.1996,0.1996
1068,0.5925925925925928,0.4761904761904761,0.647508038585209,17.0,17.0,0.021212121212121213,0.016363636363636365,0,0.38476100331282537,0.5645161290322581,0.06033704483900091,3.317709834966966e-05,147,11.0,1,0.4358,0.4358
1069,0.22839506172839497,0.5714285714285714,0.24557877813504825,16.0,16.0,0.8333333333333334,0.005454545454545455,0,0.11150023663038335,0.532258064516129,0.09577189286789045,1.7489737963004935e-05,89,11.0,1,0.2172,0.2172
1070,0.2925925925925925,0.3333333333333333,0.31028938906752423,16.0,16.0,0.6060606060606061,0.01090909090909091,0,0.1599621391386654,0.4838709677419355,0.15197111044237138,1.6488417087260368e-05,273,13.0,1,0.2094,0.2094
1071,0.35185185185185186,0.4761904761904761,0.5831993569131835,15.0,15.0,0.5681818181818182,0.02181818181818182,0,0.23095125414103168,0.532258064516129,0.10953957267529343,1.4485775335771261e-05,228,13.0,1,0.2922,0.2922
1073,0.3209876543209875,0.6666666666666665,0.5128617363344052,13.0,13.0,0.08333333333333333,0.01090909090909091,0,0.009110269758637008,0.5483870967741935,0.04604273247065905,5.473887454070239e-06,70,13.0,1,0.299,0.299
1074,0.08024691358024683,0.7142857142857142,0.24959807073954998,13.0,13.0,0.9393939393939394,0.010492545454545456,0,0.10080454330336015,0.532258064516129,0.08892566957568462,2.750294672045051e-05,184,10.0,1,0.1996,0.1996
1075,0.5493827160493827,0.047619047619047616,0.4063504823151127,18.0,18.0,0.022727272727272728,0.003636363636363637,0,0.3492664458116422,0.532258064516129,0.06108937706891363,3.711562712759825e-05,144,8.0,1,0.39940000000000003,0.39940000000000003
1076,0.22839506172839497,0.6190476190476191,0.24557877813504825,13.0,13.0,0.9090909090909091,0.016363636363636365,0,0.12647893989588263,0.532258064516129,0.09990972013241048,1.7489737963004935e-05,89,13.0,1,0.2394,0.2394
1078,0.5925925925925928,0.2857142857142857,0.647508038585209,16.0,16.0,0.021212121212121213,0.0047680000000000005,0,0.38476100331282537,0.5967741935483871,0.06710803490821549,3.317709834966966e-05,147,11.0,1,0.4358,0.4358
1079,0.35185185185185186,0.3333333333333333,0.5892282958199357,15.0,15.0,0.017727272727272727,0.005853818181818182,0,0.1658778987221959,0.6290322580645161,0.0806500150466446,1.3818228085274892e-05,63,13.0,1,0.2994,0.2994
1080,0.35185185185185186,0.3333333333333333,0.5313504823151127,15.0,15.0,0.6060606060606061,0.02181818181818182,0,0.23095125414103168,0.5161290322580645,0.13120674089678003,2.6501625844705943e-05,165,13.0,1,0.24960000000000002,0.24960000000000002
