,bt,km,ownerno,oem,model,insurance validity,fuel type,transmission,mileage,engine,torque,engine and transmission,displacement,no of cylinder,values per cylinder,dimensions & capacity,length,width,height,seating capacity,turning radius,top speed,no door numbers,wheel size,alloy wheel size,city,bhp,rpm,reg_age,price_in_lakhs
3588,8,13000,1,21,200,2,1,0,16.1,1950,400.0,10.0,1950,4.0,4.0,7.0,5075,2065,1495,5,6,240.0,4,17.0,17.0,2,19176.0,191.0,2,74.0
3589,7,32000,2,9,73,2,1,0,17.01,1582,259.9,11.0,1582,4.0,4.0,5.0,4270,1780,1630,5,53,190.0,5,17.0,17.0,2,1262.0,126.0,6,10.99
3590,7,3500,1,9,73,2,4,1,18.9,1497,143.8,10.0,1497,4.0,4.0,5.0,4300,1790,1635,5,53,165.0,5,17.0,17.0,2,11318.0,113.0,2,15.11
3591,0,7023,1,21,212,5,4,0,19.0,2996,520.0,11.0,2996,6.0,4.0,6.0,4143,2006,1303,2,526,250.0,2,18.0,18.0,2,36207.0,362.0,7,64.75
3592,7,5000,1,21,208,2,1,0,18.9,1950,500.0,13.0,1950,4.0,4.0,8.0,4924,2157,1772,5,59,225.0,5,19.0,19.0,2,24138.0,241.0,2,92.0
3593,8,11000,1,21,190,2,4,0,18.9,1332,250.0,8.0,1332,4.0,4.0,6.0,4549,1992,1446,5,53,230.0,4,17.0,17.0,2,16092.0,160.0,3,40.0
3594,8,11000,1,21,197,5,4,0,11.9,1950,280.0,11.0,1950,4.0,4.0,8.0,4686,1810,1442,5,561,239.0,4,17.0,17.0,2,20115.0,201.0,4,42.5
3595,2,50629,1,20,179,5,4,1,22.38,1197,113.0,7.0,1197,4.0,4.0,8.0,3845,1735,1530,5,48,165.0,5,16.0,16.0,2,8850.0,6000.0,7,4.22
3596,2,63534,1,20,157,6,4,0,21.4,1197,115.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,180.0,5,16.0,16.0,2,831.0,6000.0,5,6.78
3597,2,52000,1,9,74,2,4,1,20.3,998,94.14,11.0,998,3.0,4.0,7.0,3515,1550,1510,5,46,140.0,5,16.0,16.0,2,6805.0,6200.0,6,3.0
3598,2,33695,1,20,155,6,0,1,31.59,796,60.0,7.0,796,3.0,4.0,8.0,3445,1515,1475,4,46,165.0,5,16.0,16.0,2,4036.0,6000.0,2,4.96
3599,2,68744,1,8,66,4,4,0,19.0,1199,110.0,11.0,1199,4.0,4.0,5.0,3955,1694,1544,5,51,172.0,5,15.0,15.0,2,887.0,6000.0,9,4.63
3600,8,70000,1,8,63,5,4,1,16.8,1497,146.0,11.0,1497,4.0,4.0,5.0,4440,1695,1485,5,53,165.0,4,15.0,15.0,2,1163.0,116.0,11,4.55
3601,2,9540,1,29,273,4,4,0,23.84,1199,114.0,13.0,1199,3.0,4.0,7.0,3746,1647,1535,5,49,150.0,5,14.0,14.0,2,8383.0,6000.0,4,7.51
3602,8,45000,1,20,163,2,4,0,19.12,1373,130.0,13.0,1373,4.0,4.0,8.0,4490,1730,1485,5,54,190.0,4,16.0,16.0,2,911.0,6000.0,7,7.75
3603,2,36861,1,20,157,6,4,1,21.4,1197,115.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,180.0,5,16.0,16.0,2,831.0,6000.0,5,6.78
3604,7,68000,1,6,50,2,4,1,15.9,1496,149.0,13.0,1496,3.0,4.0,6.0,3998,1765,1647,5,53,165.0,5,16.0,16.0,2,12069.0,120.0,7,5.5
3605,8,68000,1,20,180,2,4,1,19.1,1197,114.0,12.0,1197,4.0,4.0,8.0,3995,1695,1555,5,48,169.0,4,14.0,14.0,2,858.0,6000.0,10,3.9
3606,2,38000,1,20,179,2,4,1,21.21,1197,113.0,12.0,1197,4.0,4.0,8.0,3840,1735,1530,5,48,165.0,5,16.0,16.0,2,8180.0,6000.0,9,3.95
3607,2,39000,1,27,238,2,4,1,23.01,999,91.0,11.0,999,3.0,4.0,5.0,3679,1579,1478,5,49,155.8,5,16.0,16.0,2,67.0,5500.0,7,2.95
3608,2,40000,1,31,300,2,4,1,16.2,1199,110.0,13.0,1199,3.0,4.0,8.0,3971,1682,1469,5,497,165.0,5,15.0,15.0,2,74.0,5400.0,7,5.99
3609,7,18000,1,16,123,2,4,0,11.67,1451,250.0,8.0,1451,4.0,4.0,6.0,4720,1835,1760,6,53,165.0,5,18.0,18.0,2,141.0,141.0,4,17.49
3610,2,60000,1,20,184,2,4,0,20.51,998,90.0,11.0,998,3.0,4.0,8.0,3599,1495,1700,5,46,152.0,5,16.0,16.0,2,67.0,6000.0,5,3.99
3611,8,40000,1,6,49,2,1,1,25.83,1498,215.0,12.0,1498,4.0,2.0,7.0,3995,1695,1525,5,49,170.0,4,14.0,14.0,2,99.0,3750.0,6,4.49
3612,2,68000,1,20,156,2,4,1,23.95,998,90.0,11.0,998,3.0,4.0,8.0,3545,1515,1475,5,46,145.0,5,16.0,16.0,2,6705.0,6000.0,6,3.0
3613,2,40000,2,20,172,2,4,1,20.89,1197,113.0,7.0,1197,4.0,4.0,5.0,3700,1690,1595,5,47,165.0,5,15.0,15.0,2,8180.0,6000.0,7,4.49
3614,2,37000,1,20,184,2,4,1,21.79,998,90.0,12.0,998,3.0,4.0,6.0,3655,1620,1675,5,47,165.0,5,16.0,16.0,2,6705.0,5500.0,10,2.95
3615,8,21912,1,20,180,6,4,0,21.21,1197,113.0,11.0,1197,4.0,4.0,8.0,3995,1735,1515,5,48,165.0,4,16.0,16.0,2,8180.0,6000.0,6,6.49
3616,2,74564,1,9,89,4,4,1,20.36,1197,111.7,13.0,1197,4.0,4.0,7.0,3585,1595,1550,5,53,165.0,4,13.0,13.0,2,789.0,6000.0,11,2.74
3617,2,48000,1,20,155,2,4,1,24.7,796,69.0,11.0,796,3.0,4.0,8.0,3430,1515,1475,5,46,140.0,5,16.0,16.0,2,473.0,6000.0,5,3.75
3618,8,96758,1,8,63,2,4,0,18.0,1497,145.0,13.0,1497,4.0,4.0,7.0,4440,1695,1495,5,53,195.0,4,15.0,15.0,2,1173.0,117.0,7,8.01
3619,8,60341,1,8,59,6,1,1,25.8,1498,200.0,11.0,1498,4.0,4.0,5.0,3990,1680,1505,5,47,140.0,4,16.0,16.0,2,986.0,3600.0,6,5.91
3620,2,36973,1,20,179,4,4,1,20.4,1197,113.0,13.0,1197,4.0,4.0,6.0,3840,1735,1530,5,48,165.0,5,16.0,16.0,2,8311.0,6000.0,7,4.34
3621,8,39000,1,20,163,2,1,1,28.09,1248,200.0,13.0,1248,4.0,4.0,8.0,4490,1730,1485,5,54,190.0,4,15.0,15.0,2,885.0,4000.0,7,6.99
3622,2,52514,1,20,184,4,4,1,18.9,998,90.0,10.0,998,3.0,4.0,8.0,3595,1495,1700,5,46,165.0,4,14.0,14.0,2,671.0,6200.0,11,2.71
3623,2,13001,1,20,184,2,4,1,21.5,1197,113.0,12.0,1197,4.0,4.0,6.0,3655,1620,1675,5,47,152.0,5,16.0,16.0,2,8180.0,6000.0,2,5.55
3624,7,72000,1,9,73,2,1,1,22.1,1396,219.7,11.0,1396,4.0,4.0,6.0,4270,1780,1665,5,53,165.0,5,16.0,16.0,2,887.0,4000.0,6,8.25
3625,7,62000,1,6,50,2,4,1,15.9,1496,149.0,13.0,1496,3.0,4.0,6.0,3998,1765,1647,5,53,165.0,5,16.0,16.0,2,12069.0,120.0,7,5.99
3626,8,34000,1,30,282,2,4,1,16.78,1496,132.0,12.0,1496,4.0,4.0,5.0,4369,1695,1510,5,49,180.0,4,16.0,16.0,2,8873.0,5600.0,7,4.81
3627,8,67000,1,8,59,2,4,1,18.0,1198,109.0,10.0,1198,4.0,4.0,5.0,3990,1680,1505,5,45,160.0,4,16.0,16.0,2,867.0,6000.0,9,3.85
3628,2,45000,1,31,300,2,4,1,18.78,999,95.0,13.0,999,3.0,4.0,8.0,3971,1682,1469,5,497,165.0,5,15.0,15.0,2,75.0,6200.0,5,6.99
3629,8,64000,1,20,180,2,4,1,20.85,1197,115.0,13.0,1197,4.0,4.0,8.0,3995,1695,1555,5,48,158.0,4,16.0,16.0,2,8314.0,6000.0,11,3.31
3630,2,58000,2,2,27,2,4,1,18.6,1199,108.0,11.0,1199,4.0,4.0,5.0,3640,1595,1520,5,485,165.0,5,14.0,14.0,2,794.0,6200.0,11,1.78
3631,7,48000,2,9,73,2,4,0,14.8,1591,151.0,11.0,1591,4.0,4.0,6.0,4270,1780,1665,5,53,165.0,5,17.0,17.0,2,1213.0,121.0,7,9.25
3632,2,70000,1,20,175,2,4,1,18.5,1197,114.0,11.0,1197,4.0,4.0,8.0,3775,1680,1620,5,47,156.0,5,16.0,16.0,2,8580.0,6000.0,11,2.9
3633,8,59863,2,20,163,2,4,0,19.12,1373,130.0,13.0,1373,4.0,4.0,8.0,4490,1730,1485,5,54,190.0,4,16.0,16.0,2,911.0,6000.0,7,5.7
3634,2,18468,1,20,155,6,0,1,31.59,796,60.0,7.0,796,3.0,4.0,8.0,3445,1515,1475,4,46,165.0,5,16.0,16.0,2,4036.0,6000.0,2,4.92
3635,2,42173,2,6,55,4,4,1,19.0,1194,120.0,12.0,1194,3.0,4.0,5.0,3954,1737,1570,5,50,165.0,5,16.0,16.0,2,9468.0,6500.0,6,5.3
3636,7,68631,2,6,50,2,4,0,14.7,1496,149.0,13.0,1496,3.0,4.0,6.0,3998,1765,1647,5,53,165.0,4,16.0,16.0,2,12069.0,120.0,9,4.65
3637,2,18833,1,20,155,6,4,1,22.05,796,69.0,7.0,796,3.0,4.0,8.0,3445,1515,1475,5,46,165.0,5,16.0,16.0,2,4733.0,6000.0,3,3.51
3638,2,55418,1,20,172,4,4,1,20.89,1197,113.0,7.0,1197,4.0,4.0,5.0,3700,1690,1595,5,47,165.0,5,16.0,16.0,2,8180.0,6000.0,3,5.15
3639,2,20000,1,20,184,5,4,1,20.51,998,90.0,11.0,998,3.0,4.0,8.0,3599,1495,1700,5,46,152.0,5,16.0,16.0,2,6704.0,6200.0,11,2.25
3640,4,53400,1,27,243,6,4,1,20.0,999,96.0,7.0,999,3.0,4.0,6.0,3991,1739,1643,7,53,165.0,5,16.0,16.0,2,7101.0,6250.0,4,6.2
3641,2,25000,1,27,238,2,4,1,23.01,999,91.0,11.0,999,3.0,4.0,5.0,3679,1579,1478,5,49,155.8,5,16.0,16.0,2,67.0,5500.0,6,3.49
3642,7,87576,1,12,101,2,4,0,14.1,1368,250.0,11.0,1368,4.0,4.0,5.0,4395,1818,1640,5,53,186.69,5,18.0,18.0,2,16077.0,160.0,5,13.85
3643,2,58000,1,8,61,2,4,1,19.4,1198,109.0,11.0,1198,4.0,4.0,7.0,3610,1680,1500,5,45,164.0,5,16.0,16.0,2,868.0,6000.0,10,2.9
3644,4,75000,1,4,38,2,4,1,19.44,1198,104.0,11.0,1198,3.0,4.0,8.0,3995,1635,1490,7,46,145.0,5,16.0,16.0,2,67.0,5000.0,9,2.85
3645,8,69000,1,31,305,2,4,0,14.8,1598,153.0,11.0,1598,4.0,4.0,5.0,4384,1699,1466,5,54,183.0,4,15.0,15.0,2,1055250.0,105.0,11,3.3
3646,7,20000,1,17,144,2,1,1,16.55,2498,247.0,12.0,2498,4.0,4.0,7.0,3920,1726,1930,6,575,154.0,3,16.0,16.0,2,105.0,105.0,9,5.49
3647,2,45000,1,20,155,2,4,1,22.05,796,69.0,7.0,796,3.0,4.0,8.0,3445,1515,1475,5,46,165.0,5,16.0,16.0,2,4733.0,6000.0,4,3.65
3648,8,20000,1,20,181,5,0,1,26.55,1197,95.0,10.0,1197,4.0,4.0,8.0,3995,1695,1555,5,48,165.0,4,16.0,16.0,2,7040.0,6000.0,3,6.5
3649,7,70000,1,20,178,2,1,1,23.65,1248,200.0,11.0,1248,4.0,4.0,6.0,4300,1785,1595,5,52,160.0,5,16.0,16.0,2,885.0,4000.0,9,4.49
3650,2,72000,1,8,66,2,4,0,19.0,1199,110.0,11.0,1199,4.0,4.0,5.0,3955,1694,1544,5,51,172.0,5,15.0,15.0,2,887.0,6000.0,7,5.99
3651,7,7800,0,16,121,2,1,0,12.04,1996,478.5,8.0,1996,4.0,4.0,5.0,4985,1926,1867,6,53,165.0,5,19.0,19.0,2,21255.0,212.0,2,46.45
3652,2,25000,1,29,273,2,4,1,20.09,1199,113.0,7.0,1199,3.0,4.0,5.0,3765,1677,1535,5,53,165.0,5,16.0,16.0,2,8482.0,6000.0,4,4.99
3653,7,19000,1,15,118,2,4,0,18.8,3456,335.0,9.0,3456,6.0,4.0,8.0,5000,1895,1700,5,59,165.0,5,18.0,18.0,2,25881.0,258.0,4,88.0
3654,8,11332,1,28,250,6,4,0,18.07,999,178.0,9.0,999,3.0,4.0,7.0,4541,1752,1507,5,53,141.35,4,16.0,16.0,2,11398.0,113.0,2,13.58
3655,2,25456,1,20,157,2,4,1,21.4,1197,115.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,180.0,5,16.0,16.0,2,831.0,6000.0,8,5.6
3656,2,65000,2,20,184,2,4,1,21.79,998,90.0,12.0,998,3.0,4.0,6.0,3655,1620,1675,5,47,165.0,5,16.0,16.0,2,6705.0,5500.0,11,2.75
3657,2,93616,1,8,66,6,4,0,19.0,1199,110.0,11.0,1199,4.0,4.0,5.0,3955,1694,1544,5,51,172.0,5,15.0,15.0,2,887.0,6000.0,7,5.86
3658,2,74134,1,20,160,2,4,0,26.0,998,89.0,7.0,998,3.0,4.0,8.0,3695,1655,1555,5,53,165.0,5,16.0,16.0,2,6571.0,5500.0,7,4.63
3659,7,70000,1,27,236,2,4,0,14.99,1498,142.0,11.0,1498,4.0,4.0,8.0,4315,1822,1695,5,52,160.0,5,16.0,16.0,2,1045.0,104.0,6,6.99
3660,2,62411,2,20,157,6,1,1,27.39,1248,190.0,11.0,1248,4.0,4.0,8.0,3995,1745,1510,5,49,170.0,5,16.0,16.0,2,74.0,4000.0,6,5.93
3661,8,56000,2,21,200,5,4,0,12.3,1796,285.0,10.0,1796,4.0,4.0,8.0,4868,1854,1471,5,56,232.0,4,17.0,17.0,2,185.0,185.0,12,10.5
3662,7,63661,2,17,134,4,1,1,25.32,1198,190.0,11.0,1198,3.0,4.0,7.0,3700,1735,1655,5,505,160.0,5,14.0,14.0,2,77.0,3750.0,6,5.67
3663,7,24000,1,16,123,2,4,0,18.9,1451,250.0,8.0,1451,4.0,4.0,6.0,4720,1835,1760,6,53,165.0,5,18.0,18.0,2,141.0,141.0,3,17.5
3664,7,14000,1,31,302,2,4,1,17.88,1498,250.0,9.0,1498,4.0,4.0,8.0,4221,1760,1612,5,505,150.49,5,17.0,17.0,2,14751.0,147.0,2,16.5
3665,7,70000,1,17,147,5,1,1,16.0,1997,320.0,11.0,1997,4.0,4.0,6.0,4585,1890,1785,7,56,185.0,5,17.0,17.0,2,140.0,140.0,7,9.3
3666,7,50000,1,8,69,2,4,1,17.5,1199,110.0,11.0,1199,4.0,4.0,5.0,3999,1734,1601,5,53,164.26,5,16.0,16.0,2,887.0,6000.0,6,7.49
3667,8,74000,1,31,305,2,4,1,15.04,1598,153.0,11.0,1598,4.0,4.0,6.0,4384,1699,1466,5,54,185.0,4,15.0,15.0,2,1036.0,103.0,13,2.49
3668,7,70000,1,29,257,2,1,1,17.6,2179,400.0,11.0,2179,4.0,4.0,5.0,4788,1900,1785,7,575,165.0,5,17.0,17.0,2,15386.0,153.0,6,8.99
3669,2,65000,1,9,89,5,4,1,19.81,1086,99.04,11.0,1086,4.0,3.0,7.0,3585,1595,1550,5,47,165.0,5,16.0,16.0,2,6805.0,5500.0,11,2.25
3670,2,40000,1,20,157,2,1,1,27.39,1248,190.0,11.0,1248,4.0,4.0,8.0,3995,1745,1510,5,49,170.0,5,16.0,16.0,2,74.0,4000.0,9,3.99
3671,2,60000,3,2,33,5,4,1,18.0,995,90.3,13.0,995,4.0,2.0,7.0,3495,1495,1518,5,46,161.0,5,13.0,13.0,2,62.0,5400.0,14,800.0
3672,8,81000,3,8,63,2,4,0,16.8,1497,146.0,11.0,1497,4.0,4.0,5.0,4420,1695,1480,5,53,165.0,4,15.0,15.0,2,1186600.0,118.0,14,2.25
3673,2,80000,1,20,154,5,4,1,19.7,796,62.0,12.0,796,3.0,4.0,8.0,3495,1475,1460,5,46,137.0,5,12.0,12.0,2,463.0,6200.0,12,1.37
3674,8,107539,1,20,180,2,1,1,23.4,1248,190.0,12.0,1248,4.0,4.0,8.0,3995,1695,1555,5,48,165.0,4,14.0,14.0,2,74.0,4000.0,10,3.89
3675,2,52059,1,20,157,2,4,1,21.4,1197,115.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,180.0,5,16.0,16.0,2,831.0,6000.0,8,5.48
3676,7,70000,1,16,122,5,4,1,15.81,1451,250.0,7.0,1451,4.0,4.0,5.0,4655,1835,1760,5,53,165.0,5,17.0,17.0,2,141.0,141.0,3,16.95
3677,2,5732,1,9,90,6,4,1,21.0,1197,114.74,8.0,1197,4.0,4.0,5.0,3995,1775,1505,5,53,165.0,5,16.0,16.0,2,8180.0,6000.0,3,8.74
3678,8,53034,1,8,59,2,4,1,19.5,1199,110.0,11.0,1199,4.0,4.0,5.0,3995,1695,1501,5,47,140.0,4,16.0,16.0,2,8876.0,6000.0,6,5.96
3679,8,80000,3,8,63,5,4,1,17.0,1497,146.0,11.0,1497,4.0,4.0,5.0,4420,1695,1480,5,53,165.0,4,15.0,15.0,2,1186600.0,118.0,15,1.79
3680,2,66462,2,20,157,6,4,1,21.4,1197,115.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,180.0,5,16.0,16.0,2,831.0,6000.0,7,5.01
3681,7,70000,1,17,147,5,1,1,15.1,2179,330.0,11.0,2179,4.0,4.0,6.0,4585,1890,1785,7,56,175.0,5,17.0,17.0,2,140.0,140.0,11,5.75
3682,2,52444,1,20,157,4,4,1,21.4,1197,115.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,180.0,5,16.0,16.0,2,831.0,6000.0,7,4.95
3683,7,60000,1,29,270,5,1,1,14.0,2179,320.0,11.0,2179,4.0,4.0,6.0,4655,1965,1922,7,54,165.0,5,16.0,16.0,2,1381.0,138.0,10,5.0
3684,7,40000,2,16,122,5,4,0,13.96,1451,250.0,7.0,1451,4.0,4.0,5.0,4655,1835,1760,5,53,165.0,5,17.0,17.0,2,141.0,141.0,5,15.0
3685,2,10000,1,9,78,5,4,1,20.7,1197,113.8,8.0,1197,4.0,4.0,5.0,3805,1680,1520,5,53,165.0,5,14.0,14.0,2,8186.0,6000.0,2,7.25
3686,7,10000,1,30,293,5,4,1,17.03,1462,138.0,8.0,1462,4.0,4.0,6.0,3995,1790,1640,5,52,165.0,5,16.0,16.0,2,10326.0,103.0,2,10.3
3687,8,70000,1,20,163,5,1,1,28.09,1248,200.0,13.0,1248,4.0,4.0,8.0,4490,1730,1485,5,54,190.0,4,16.0,16.0,2,885.0,4000.0,7,6.5
3688,2,14000,1,9,77,2,4,0,18.9,1197,114.0,11.0,1197,4.0,4.0,7.0,3765,1660,1520,5,48,163.0,5,14.0,14.0,2,82.0,6000.0,10,4.5
3689,7,39500,1,6,50,5,1,1,21.7,1498,215.0,13.0,1498,4.0,4.0,6.0,3998,1765,1647,5,53,165.0,5,16.0,16.0,2,9896.0,3750.0,5,6.89
3690,8,64213,1,28,248,2,4,1,16.7,1395,250.0,13.0,1395,4.0,4.0,9.0,4670,1814,1476,5,52,220.0,4,16.0,16.0,2,148.0,148.0,6,12.5
3691,2,20000,2,20,155,5,4,1,22.05,796,69.0,7.0,796,3.0,4.0,8.0,3445,1515,1475,5,46,165.0,5,16.0,16.0,2,4733.0,6000.0,3,3.1
3692,7,60000,1,13,107,2,4,1,16.5,1353,242.0,9.0,1353,4.0,4.0,5.0,4315,1800,1645,5,53,165.0,5,17.0,17.0,2,13808.0,138.0,5,12.0
3693,6,120000,1,10,93,5,1,1,12.4,2499,320.0,11.0,2499,4.0,4.0,5.0,5295,1860,1840,5,53,165.0,4,16.0,16.0,2,134.0,134.0,6,12.8
3694,2,48768,2,9,77,6,4,1,18.9,1197,113.75,11.0,1197,4.0,4.0,7.0,3765,1660,1520,5,48,165.0,5,16.0,16.0,2,8186.0,6000.0,7,4.52
3695,2,91970,2,20,160,2,4,1,25.24,998,89.0,7.0,998,3.0,4.0,8.0,3695,1655,1555,5,53,165.0,5,16.0,16.0,2,6571.0,5500.0,4,4.04
3696,7,7100,1,13,107,2,4,0,17.9,1482,253.0,9.0,1482,4.0,4.0,4.0,4365,1800,1645,5,53,165.0,5,18.0,18.0,2,15781.0,157.0,1,20.25
3697,2,34936,1,20,157,6,4,1,21.4,1197,115.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,180.0,5,16.0,16.0,2,831.0,6000.0,8,4.73
3698,2,64071,3,8,66,4,4,1,16.7,1198,110.0,11.0,1198,4.0,4.0,7.0,3900,1695,1535,5,49,165.0,5,15.0,15.0,2,888.0,6200.0,13,2.52
3699,7,10000,1,8,69,2,4,1,16.5,1199,110.0,8.0,1199,4.0,4.0,5.0,3999,1734,1601,5,53,165.0,5,16.0,16.0,2,8850.0,6000.0,2,9.5
3700,2,60443,1,20,157,6,4,0,21.4,1197,115.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,180.0,5,16.0,16.0,2,831.0,6000.0,6,6.33
3701,8,56000,1,8,63,2,4,0,18.0,1497,145.0,13.0,1497,4.0,4.0,7.0,4440,1695,1495,5,53,195.0,4,15.0,15.0,2,1173.0,117.0,7,8.75
3702,2,10056,2,20,179,2,4,1,22.38,1197,113.0,7.0,1197,4.0,4.0,8.0,3845,1735,1530,5,48,165.0,5,16.0,16.0,2,8850.0,6000.0,9,4.13
3703,8,13000,1,8,63,2,4,1,17.4,1497,145.0,13.0,1497,4.0,4.0,8.0,4440,1695,1495,5,53,189.0,4,15.0,15.0,2,1176.0,117.0,4,11.0
3704,7,80000,1,9,73,2,1,1,18.9,1493,250.0,10.0,1493,4.0,4.0,5.0,4300,1790,1635,5,53,165.0,5,16.0,16.0,2,11398.0,113.0,4,12.5
3705,7,53000,1,14,114,5,1,0,15.68,1999,430.0,11.0,1999,4.0,4.0,8.0,4360,2120,1635,5,565,195.0,5,17.0,17.0,2,177.0,177.0,5,41.5
3706,7,110000,2,20,170,5,4,1,10.4,2393,225.0,13.0,2393,4.0,4.0,8.0,4500,1810,1695,5,55,185.0,5,17.0,17.0,2,1635.0,163.0,12,6.5
3707,2,60000,1,20,184,5,4,1,18.9,998,90.0,10.0,998,3.0,4.0,8.0,3595,1495,1700,5,46,165.0,4,14.0,14.0,2,671.0,6200.0,12,3.0
3708,8,22000,1,21,197,2,4,0,16.9,1496,300.0,9.0,1496,4.0,4.0,5.0,4751,2033,1437,5,53,246.0,5,17.0,17.0,2,20115.0,201.0,2,57.0
3709,2,30000,1,20,179,5,4,1,22.38,1197,113.0,7.0,1197,4.0,4.0,8.0,3845,1735,1530,5,48,165.0,5,16.0,16.0,2,8850.0,6000.0,2,7.13
3710,7,90000,2,6,50,5,4,0,15.63,1499,140.0,13.0,1499,4.0,4.0,7.0,3999,1765,1708,5,53,182.0,5,16.0,16.0,2,1104.0,110.0,9,5.15
3711,2,50000,1,20,157,5,4,1,21.01,1197,113.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,165.0,5,16.0,16.0,2,8180.0,6000.0,4,6.0
3712,7,22000,1,29,256,2,1,0,14.6,1956,350.0,8.0,1956,4.0,4.0,5.0,4598,1894,1706,5,53,165.0,5,17.0,17.0,2,16767.0,167.0,2,20.9
3713,8,48000,1,20,163,5,4,0,19.12,1373,130.0,13.0,1373,4.0,4.0,8.0,4490,1730,1485,5,54,190.0,4,15.0,15.0,2,911.0,6000.0,8,6.9
3714,2,35467,1,20,157,2,4,1,21.4,1197,115.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,180.0,5,16.0,16.0,2,831.0,6000.0,8,5.13
3715,8,54481,1,9,86,2,4,0,17.0,1591,151.0,11.0,1591,4.0,4.0,5.0,4440,1729,1475,5,53,158.83,4,16.0,16.0,2,1213.0,121.0,7,8.5
3716,7,24000,1,20,159,2,4,1,20.15,1462,136.8,7.0,1462,4.0,4.0,5.0,3995,1790,1685,5,53,165.0,5,16.0,16.0,2,10165.0,101.0,2,8.35
3717,2,76181,1,9,77,2,4,1,18.9,1197,113.75,11.0,1197,4.0,4.0,7.0,3765,1660,1520,5,48,165.0,5,16.0,16.0,2,8186.0,6000.0,7,4.39
3718,2,23842,1,20,157,2,4,1,21.01,1197,113.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,165.0,5,16.0,16.0,2,8180.0,6000.0,4,7.2
3719,7,20000,2,20,183,5,4,1,17.03,1462,138.0,8.0,1462,4.0,4.0,6.0,3995,1790,1640,5,52,165.0,5,16.0,16.0,2,10326.0,103.0,2,9.42
3720,8,94407,1,8,63,2,4,0,18.0,1497,145.0,13.0,1497,4.0,4.0,7.0,4440,1695,1495,5,53,195.0,4,15.0,15.0,2,1173.0,117.0,10,5.38
3721,8,80000,1,9,70,5,4,1,16.36,1495,124.6,13.0,1495,4.0,3.0,8.0,4250,1670,1370,5,50,165.0,4,13.0,13.0,2,937.0,5500.0,15,1.0
3722,2,124245,1,20,157,5,4,1,21.4,1197,115.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,180.0,5,16.0,16.0,2,831.0,6000.0,8,4.91
3723,8,5100,1,8,59,2,4,0,18.3,1199,110.0,8.0,1199,4.0,4.0,5.0,3995,1695,14981501,5,47,165.0,4,15.0,15.0,2,8850.0,6000.0,2,9.25
3724,7,30000,1,30,293,5,4,1,17.03,1462,138.0,7.0,1462,4.0,4.0,6.0,3995,1790,1640,5,52,165.0,5,16.0,16.0,2,10326.0,103.0,2,10.6
3725,7,120000,2,30,285,5,1,1,13.0,2982,343.0,11.0,2982,4.0,4.0,8.0,4705,1840,1850,7,56,176.0,5,17.0,17.0,2,1685.0,168.0,12,9.0
3726,7,50000,1,20,183,2,1,1,24.3,1248,200.0,12.0,1248,4.0,4.0,6.0,3995,1790,1640,5,52,172.0,5,16.0,16.0,2,885.0,4000.0,6,6.7
3727,7,89698,1,6,50,2,4,1,18.88,999,170.0,13.0,999,3.0,4.0,8.0,3999,1765,1708,5,53,190.0,5,16.0,16.0,2,12337.0,123.0,7,5.0
3728,8,18000,2,0,3,5,1,0,16.55,1968,320.0,11.0,1968,4.0,4.0,8.0,4701,2040,1427,5,115,210.0,4,16.0,16.0,2,14751.0,147.0,10,12.5
3729,2,100000,3,20,179,5,4,1,16.1,1298,11.5,12.0,1298,4.0,4.0,8.0,3760,1690,1530,5,47,160.0,5,14.0,14.0,2,882.0,6000.0,15,1.1
3730,2,60000,2,9,82,5,4,1,17.92,1086,96.1,11.0,1086,3.0,4.0,7.0,3565,1525,1590,5,44,165.0,5,13.0,13.0,2,621.0,5500.0,14,1.5
3731,7,30000,2,6,51,5,1,0,10.91,3198,470.0,11.0,3198,4.0,4.0,7.0,4892,1860,1837,7,53,160.2,5,18.0,18.0,2,197.0,197.0,5,32.0
3732,2,30000,1,9,89,5,3,1,19.0,1086,99.1,11.0,1086,4.0,3.0,7.0,3585,1595,1550,5,53,165.0,4,13.0,13.0,2,681.0,5500.0,10,2.4
3733,8,100000,3,8,63,5,4,1,17.4,1497,145.0,13.0,1497,4.0,4.0,7.0,4440,1695,1495,5,53,195.0,4,15.0,15.0,2,1173.0,117.0,10,4.6
3734,2,58193,1,9,77,2,4,1,18.9,1197,114.0,11.0,1197,4.0,4.0,7.0,3765,1660,1520,5,48,165.0,5,16.0,16.0,2,82.0,6000.0,7,4.11
