,bt,km,ownerno,oem,model,insurance validity,fuel type,transmission,mileage,engine,torque,engine and transmission,displacement,no of cylinder,values per cylinder,dimensions & capacity,length,width,height,seating capacity,turning radius,top speed,no door numbers,wheel size,alloy wheel size,city,bhp,rpm,reg_age,price_in_lakhs
2026,7,38000,2,14,111,2,1,0,12.51,2179,420.0,11.0,2179,4.0,4.0,7.0,4600,2173,1724,7,58,188.0,5,18.0,18.0,1,1877.0,187.0,6,34.75
2027,2,52979,1,29,273,2,4,0,23.84,1199,114.0,13.0,1199,3.0,4.0,7.0,3746,1647,1535,5,49,151.2,5,16.0,16.0,1,8383.0,6000.0,5,5.13
2028,8,67130,2,8,59,5,1,1,24.7,1498,200.0,11.0,1498,4.0,4.0,5.0,3995,1695,1501,5,49,165.0,4,15.0,15.0,1,9863.0,3600.0,8,5.7
2029,7,19595,1,8,60,2,4,1,15.4,1497,145.0,11.0,1497,4.0,4.0,5.0,4456,1735,1666,7,53,165.0,5,16.0,16.0,1,1173.0,117.0,6,8.51
2030,7,23183,1,17,140,4,1,1,18.9,2198,370.0,8.0,2198,4.0,4.0,5.0,4662,1917,1857,7,53,165.0,5,18.0,18.0,1,17245.0,172.0,2,23.5
2031,8,15000,1,1,16,2,1,0,19.62,1995,400.0,9.0,1995,4.0,4.0,5.0,4819,1827,1441,5,53,235.0,4,17.0,17.0,1,18740.0,187.0,2,57.9
2032,2,67558,1,20,160,2,4,1,23.1,998,90.0,13.0,998,3.0,4.0,8.0,3715,1635,1565,5,47,150.0,5,16.0,16.0,1,6704.0,6000.0,10,3.7
2033,7,40000,1,9,71,5,4,1,14.5,1999,191.0,10.0,1999,4.0,4.0,5.0,4500,1790,1675,6,53,165.0,5,18.0,18.0,1,1569.0,156.0,3,19.0
2034,2,55664,1,31,300,2,4,1,16.47,1198,110.0,13.0,1198,3.0,4.0,8.0,3971,1682,1469,5,497,165.0,5,15.0,15.0,1,74.0,5400.0,10,4.6
2035,2,55664,1,31,300,5,4,1,16.47,1198,110.0,13.0,1198,3.0,4.0,8.0,3971,1682,1469,5,497,165.0,5,15.0,15.0,1,74.0,5400.0,10,4.6
2036,2,109324,1,9,90,2,1,1,21.9,1396,22.4,11.0,1396,4.0,4.0,7.0,3940,1710,1505,5,520,165.0,5,14.0,14.0,1,904000.0,4000.0,11,3.65
2037,7,118008,1,28,245,2,1,0,16.25,1968,340.0,11.0,1968,4.0,4.0,7.0,4697,1882,1676,7,61,200.7,5,18.0,18.0,1,148.0,148.0,6,26.0
2038,7,72000,1,27,236,2,1,1,19.72,1461,245.0,11.0,1461,4.0,4.0,8.0,4315,1822,1695,5,52,168.0,5,16.0,16.0,1,10845.0,108.0,7,7.9
2039,2,86630,1,20,179,2,1,1,22.9,1248,190.0,13.0,1248,4.0,4.0,8.0,3850,1695,1530,5,48,158.0,5,14.0,14.0,1,74.0,4000.0,11,4.5
2040,2,82476,1,20,184,2,4,1,20.51,998,90.0,11.0,998,3.0,4.0,8.0,3599,1495,1700,5,46,152.0,5,16.0,16.0,1,6704.0,6200.0,10,3.7
2041,2,27749,2,9,78,4,4,0,20.7,1197,113.8,8.0,1197,4.0,4.0,5.0,3805,1680,1520,5,53,165.0,5,14.0,14.0,1,8186.0,6000.0,4,6.65
2042,7,21609,1,9,85,4,4,0,18.15,998,171.6,9.0,998,3.0,4.0,6.0,3995,1770,1605,5,53,165.0,5,16.0,16.0,1,11835.0,118.0,4,10.36
2043,8,89609,1,8,63,5,4,1,16.0,1493,13.5,10.0,1493,4.0,4.0,7.0,4270,1690,1395,5,53,165.0,4,14.0,14.0,1,106.0,106.0,4,8.75
2044,2,83556,2,6,55,2,1,1,24.4,1498,215.0,12.0,1498,4.0,4.0,5.0,3954,1737,1570,5,50,165.0,5,16.0,16.0,1,9863.0,3750.0,5,5.39
2045,7,31513,1,29,269,4,4,1,20.09,1199,115.0,7.0,1199,3.0,4.0,5.0,3827,1742,1615,5,53,165.0,5,16.0,16.0,1,8663.0,6000.0,2,8.47
2046,8,45939,1,8,63,5,4,1,17.4,1497,145.0,8.0,1497,4.0,4.0,8.0,4440,1695,1495,5,53,165.0,4,15.0,15.0,1,11760.0,117.0,7,7.55
2047,2,40531,1,29,273,5,4,1,19.01,1199,113.0,7.0,1199,3.0,4.0,5.0,3765,1677,1535,5,53,165.0,5,16.0,16.0,1,8482.0,6000.0,4,4.96
2048,4,120000,3,17,126,5,1,1,13.6,2523,180.0,10.0,2523,4.0,4.0,5.0,4056,1660,1880,7,54,117.0,5,15.0,15.0,1,633200.0,3200.0,15,3.75
2049,7,17663,1,20,183,4,4,0,18.76,1462,138.0,8.0,1462,4.0,4.0,6.0,3995,1790,1640,5,52,165.0,5,16.0,16.0,1,10326.0,103.0,4,10.09
2050,2,77706,3,9,77,4,4,1,18.9,1197,114.0,11.0,1197,4.0,4.0,7.0,3765,1660,1520,5,48,165.0,5,16.0,16.0,1,82.0,6000.0,11,3.39
2051,7,49000,1,0,10,2,1,0,14.75,2967,600.0,12.0,2967,4.0,4.0,8.0,5052,2212,1740,7,62,234.0,5,19.0,19.0,1,245.0,245.0,7,49.0
2052,7,60000,1,32,312,2,1,0,17.2,1969,480.0,12.0,1969,4.0,4.0,7.0,4950,2140,1776,7,61,180.0,5,20.0,20.0,1,235.0,235.0,5,68.0
2053,8,35000,1,1,14,2,1,0,20.37,1995,400.0,11.0,1995,4.0,4.0,7.0,4709,1827,1435,5,55,243.0,4,17.0,17.0,1,18774.0,187.0,5,34.0
2054,7,54000,1,11,96,2,1,0,16.38,1999,430.0,12.0,1999,4.0,4.0,8.0,4731,2175,1651,5,6,208.0,5,19.0,19.0,1,177.0,177.0,6,50.0
2055,8,110000,1,8,68,5,4,1,12.8,2354,222.0,11.0,2354,4.0,4.0,7.0,4950,1845,1475,5,56,165.0,4,16.0,16.0,1,1776.0,177.0,14,5.19
2056,7,135000,2,0,10,2,1,0,12.07,2967,550.0,11.0,2967,6.0,4.0,8.0,5089,2177,1737,7,60,215.0,5,18.0,18.0,1,2414.0,241.0,11,21.5
2057,8,80000,1,0,3,2,1,0,17.11,1968,380.0,11.0,1968,4.0,4.0,8.0,4701,2040,1427,5,115,222.0,4,17.0,17.0,1,17433.0,174.0,12,14.5
2058,7,72020,1,20,178,5,1,1,23.65,1248,200.0,11.0,1248,4.0,4.0,6.0,4300,1785,1595,5,52,160.0,5,16.0,16.0,1,885.0,4000.0,6,8.25
2059,4,98000,1,30,290,2,1,1,13.68,2393,343.0,12.0,2393,4.0,4.0,9.0,4735,1830,1795,7,54,165.0,5,17.0,17.0,1,1478.0,147.0,7,18.5
2060,2,36385,0,20,154,5,4,1,19.7,796,62.0,12.0,796,3.0,4.0,8.0,3495,1475,1460,5,46,137.0,5,12.0,12.0,1,463.0,6200.0,2,1.65
2061,7,4259,1,9,71,4,1,1,20.4,1493,250.0,10.0,1493,4.0,4.0,5.0,4500,1790,1675,7,53,165.0,5,18.0,18.0,1,11398.0,113.0,2,19.91
2062,7,12925,1,29,256,4,1,0,14.6,1956,350.0,8.0,1956,4.0,4.0,5.0,4598,1894,1706,5,53,165.0,5,18.0,18.0,1,16767.0,167.0,3,19.94
2063,7,27000,1,31,302,2,4,0,17.88,1498,250.0,9.0,1498,4.0,4.0,8.0,4221,1760,1612,5,505,150.49,5,17.0,17.0,1,14751.0,147.0,2,16.45
2064,7,27425,2,29,265,2,4,1,17.0,1198,170.0,12.0,1198,3.0,4.0,8.0,3994,1811,1607,5,51,154.19,5,16.0,16.0,1,1085.0,108.0,5,7.19
2065,2,13126,1,20,160,6,4,0,26.0,998,89.0,7.0,998,3.0,4.0,8.0,3695,1655,1555,5,53,165.0,5,16.0,16.0,1,6571.0,5500.0,3,6.33
2066,4,57000,1,20,165,5,4,1,19.34,1462,138.0,13.0,1462,4.0,4.0,8.0,4395,1735,1690,7,52,165.0,5,16.0,16.0,1,103.0,103.0,6,7.99
2067,2,24500,2,20,157,2,4,0,21.4,1197,115.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,180.0,5,16.0,16.0,1,831.0,6000.0,4,8.61
2068,8,40000,1,20,180,5,4,1,22.41,1197,113.0,6.0,1197,4.0,4.0,7.0,3995,1735,1515,5,48,165.0,4,16.0,16.0,1,8850.0,6000.0,4,6.1
2069,4,27216,1,27,243,6,4,1,20.0,999,96.0,7.0,999,3.0,4.0,6.0,3991,1739,1643,7,53,165.0,5,16.0,16.0,1,7101.0,6250.0,3,7.49
2070,2,12060,1,29,273,2,4,1,19.01,1199,113.0,7.0,1199,3.0,4.0,5.0,3765,1677,1535,5,53,165.0,5,15.0,15.0,1,8482.0,6000.0,3,6.48
2071,8,150000,1,20,180,5,1,1,19.3,1248,190.0,13.0,1248,4.0,4.0,7.0,4160,1690,1530,5,47,165.0,4,14.0,14.0,1,739.0,4000.0,15,2.5
2072,2,46931,2,9,74,2,4,1,21.1,814,74.5,11.0,814,3.0,3.0,7.0,3495,1550,1500,5,46,135.0,5,16.0,16.0,1,552.0,5500.0,12,2.65
2073,2,60000,1,31,300,2,4,1,16.47,1198,110.0,10.0,1198,3.0,4.0,5.0,3970,1682,1453,5,497,162.9,5,15.0,15.0,1,739.0,5400.0,10,4.9
2074,7,45787,1,13,107,5,4,1,16.5,1353,242.0,9.0,1353,4.0,4.0,5.0,4315,1800,1645,5,53,165.0,5,17.0,17.0,1,13808.0,138.0,4,15.9
2075,8,80000,2,29,260,5,4,1,14.4,1396,100.0,11.0,1396,4.0,2.0,8.0,3988,1620,1540,5,50,158.63,4,14.0,14.0,1,65.0,5000.0,15,1.14
2076,8,44000,1,8,59,2,1,1,25.8,1498,200.0,10.0,1498,4.0,4.0,5.0,3990,1680,1505,5,47,170.0,4,16.0,16.0,1,986.0,3600.0,10,4.75
2077,8,4786,1,8,59,5,4,0,18.3,1199,110.0,11.0,1199,4.0,4.0,5.0,3995,1695,1501,5,47,165.0,4,15.0,15.0,1,8876.0,6000.0,4,9.73
2078,2,39024,1,9,90,2,4,1,18.6,1197,114.7,11.0,1197,4.0,4.0,7.0,3985,1734,1505,5,52,170.0,5,16.0,16.0,1,8183.0,6000.0,6,6.3
2079,8,6000,1,1,16,2,4,0,15.3,1998,400.0,9.0,1998,4.0,4.0,5.0,4819,1827,1441,5,53,250.0,4,17.0,17.0,1,25479.0,254.0,2,58.5
2080,2,40000,1,29,263,5,4,1,25.4,624,51.0,13.0,624,2.0,2.0,5.0,3099,1495,1652,4,40,105.0,4,16.0,16.0,1,375.0,5500.0,10,1.5
2081,7,114386,1,9,73,5,4,1,15.8,1591,151.0,11.0,1591,4.0,4.0,6.0,4270,1780,1665,5,53,165.0,5,16.0,16.0,1,1213.0,121.0,6,8.27
2082,4,27369,1,27,243,4,4,1,20.0,999,96.0,7.0,999,3.0,4.0,6.0,3991,1739,1643,7,53,165.0,5,16.0,16.0,1,7101.0,6250.0,2,7.15
2083,4,58000,1,30,290,2,1,1,13.68,2393,343.0,12.0,2393,4.0,4.0,9.0,4735,1830,1795,7,54,165.0,5,16.0,16.0,1,14751.0,147.0,5,21.0
2084,2,16561,2,9,77,2,4,1,18.9,1197,113.75,11.0,1197,4.0,4.0,7.0,3765,1660,1520,5,48,165.0,5,16.0,16.0,1,8186.0,6000.0,5,5.69
2085,2,23328,1,27,238,2,4,1,21.74,999,91.0,11.0,999,3.0,4.0,5.0,3731,1579,1490,5,49,165.0,5,16.0,16.0,1,67.0,5500.0,3,4.9
2086,2,16473,1,20,176,2,4,1,21.7,998,89.0,7.0,998,3.0,4.0,8.0,3565,1520,1567,5,45,165.0,5,16.0,16.0,1,6571.0,5500.0,4,4.85
2087,2,46375,2,8,61,4,4,1,18.5,1198,109.0,11.0,1198,4.0,4.0,7.0,3610,1680,1500,5,45,145.0,5,16.0,16.0,1,868.0,6000.0,7,4.52
2088,2,16473,1,20,176,2,4,1,21.7,998,89.0,7.0,998,3.0,4.0,8.0,3565,1520,1567,5,45,165.0,5,16.0,16.0,1,6571.0,5500.0,4,4.85
2089,2,91799,1,20,157,2,4,0,21.4,1197,115.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,180.0,5,16.0,16.0,1,831.0,6000.0,7,6.22
2090,2,38919,3,9,90,2,4,1,18.6,1197,114.7,11.0,1197,4.0,4.0,7.0,3985,1734,1505,5,52,170.0,5,16.0,16.0,1,8183.0,6000.0,8,5.54
2091,2,70235,1,20,184,2,4,1,18.9,998,90.0,10.0,998,3.0,4.0,8.0,3595,1475,1700,5,46,165.0,4,13.0,13.0,1,671.0,6200.0,8,3.75
2092,8,3989,1,8,59,5,4,0,18.3,1199,110.0,11.0,1199,4.0,4.0,5.0,3995,1695,1501,5,47,165.0,4,15.0,15.0,1,8876.0,6000.0,4,9.67
2093,8,91773,1,8,59,2,1,1,24.7,1498,200.0,11.0,1498,4.0,4.0,5.0,3995,1695,1501,5,49,165.0,4,16.0,16.0,1,9863.0,3600.0,9,4.75
2094,2,60000,2,20,155,5,4,1,22.05,796,69.0,7.0,796,3.0,4.0,8.0,3445,1515,1475,5,46,165.0,5,16.0,16.0,1,4733.0,6000.0,5,3.2
2095,8,28906,1,8,59,2,4,1,18.6,1199,110.0,11.0,1199,4.0,4.0,5.0,3995,1695,1501,5,47,165.0,4,15.0,15.0,1,8876.0,6000.0,6,6.95
2096,2,150000,1,20,160,5,1,1,27.62,793,125.0,13.0,793,2.0,4.0,8.0,3600,1600,1560,5,47,130.0,5,16.0,16.0,1,47.0,3500.0,8,3.5
2097,2,70000,3,9,90,5,4,1,17.0,1197,11.4,11.0,1197,4.0,4.0,7.0,3940,1710,1505,5,520,165.0,5,14.0,14.0,1,805200.0,5200.0,15,2.5
2098,7,70000,1,17,147,2,1,1,16.0,2179,330.0,11.0,2179,4.0,4.0,6.0,4585,1890,1785,7,56,185.0,5,17.0,17.0,1,140.0,140.0,7,12.5
2099,2,43428,1,20,155,5,4,1,22.74,796,69.0,11.0,796,3.0,4.0,8.0,3395,1490,1475,5,46,140.0,5,16.0,16.0,1,473.0,6000.0,9,2.6
2100,2,67000,1,2,27,2,1,1,25.44,936,150.0,11.0,936,3.0,4.0,5.0,3640,1595,1520,5,485,0.0,5,14.0,14.0,1,576.0,4000.0,11,2.85
2101,2,70528,1,20,157,2,4,0,21.4,1197,115.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,180.0,5,16.0,16.0,1,831.0,6000.0,7,6.16
2102,2,35413,1,9,90,5,4,1,18.6,1197,114.7,11.0,1197,4.0,4.0,7.0,3985,1734,1505,5,52,170.0,5,16.0,16.0,1,8183.0,6000.0,8,5.94
2103,2,40000,2,20,155,5,4,1,24.7,796,69.0,11.0,796,3.0,4.0,8.0,3430,1515,1475,5,46,140.0,5,16.0,16.0,1,473.0,6000.0,6,3.2
2104,2,66285,1,8,66,5,4,0,19.0,1199,110.0,11.0,1199,4.0,4.0,5.0,3955,1694,1544,5,51,172.0,5,15.0,15.0,1,887.0,6000.0,7,6.47
2105,7,83129,1,13,107,6,4,0,16.5,1353,242.0,9.0,1353,4.0,4.0,5.0,4315,1800,1645,5,53,165.0,5,17.0,17.0,1,13808.0,138.0,5,14.0
2106,8,87055,1,8,63,2,4,1,17.4,1497,145.0,8.0,1497,4.0,4.0,8.0,4440,1695,1495,5,53,165.0,4,15.0,15.0,1,11760.0,117.0,8,6.0
2107,2,37218,2,9,77,5,4,1,18.9,1197,113.75,11.0,1197,4.0,4.0,7.0,3765,1660,1520,5,48,165.0,5,16.0,16.0,1,8186.0,6000.0,5,5.05
2108,7,60000,1,9,85,5,4,1,18.27,998,171.6,8.0,998,3.0,4.0,6.0,3995,1770,1605,5,53,165.0,5,16.0,16.0,1,11835.0,118.0,5,9.0
2109,2,33640,1,9,90,5,4,1,18.6,1197,117.0,11.0,1197,4.0,4.0,7.0,3985,1734,1505,5,52,170.0,5,16.0,16.0,1,8186.0,6000.0,5,7.3
2110,2,23608,1,6,55,2,4,1,18.5,1194,119.0,12.0,1194,3.0,4.0,5.0,3954,1737,1570,5,50,165.0,5,15.0,15.0,1,9493.0,6500.0,4,6.48
2111,2,22353,1,9,90,2,4,1,18.5,1197,113.7,11.0,1197,4.0,4.0,7.0,3995,1710,1505,5,53,165.0,5,14.0,14.0,1,8285.0,6000.0,11,4.35
2112,8,120000,1,28,249,5,1,0,21.72,1498,250.0,11.0,1498,4.0,4.0,7.0,4413,1699,1466,5,53,171.92,4,16.0,16.0,1,1086.0,108.0,7,9.0
2113,8,54241,1,8,63,2,4,1,17.4,1497,145.0,13.0,1497,4.0,4.0,8.0,4440,1695,1495,5,53,189.0,4,16.0,16.0,1,1173.0,117.0,6,7.4
2114,2,86173,1,20,184,5,4,1,21.79,998,90.0,12.0,998,3.0,4.0,6.0,3655,1620,1675,5,47,165.0,5,16.0,16.0,1,6705.0,5500.0,12,3.2
2115,2,91143,1,9,89,2,4,1,20.36,1197,111.7,13.0,1197,4.0,4.0,7.0,3585,1595,1550,5,53,165.0,4,13.0,13.0,1,789.0,6000.0,13,2.95
2116,7,36000,1,17,142,2,1,1,18.49,1493,240.0,10.0,1493,3.0,2.0,6.0,3995,1835,1826,7,535,156.0,5,15.0,15.0,1,100.0,100.0,8,7.9
2117,8,108818,1,8,63,5,4,1,17.4,1497,145.0,13.0,1497,4.0,4.0,7.0,4440,1695,1495,5,53,195.0,4,16.0,16.0,1,1173.0,117.0,9,5.3
2118,2,120000,2,31,300,5,1,1,22.07,1199,180.0,10.0,1199,3.0,4.0,5.0,3970,1682,1453,5,497,164.1,5,15.0,15.0,1,739.0,4200.0,13,3.15
2119,8,107000,2,21,197,2,1,0,14.84,2143,400.0,11.0,2143,4.0,4.0,8.0,4591,1770,1447,5,542,228.0,4,16.0,16.0,1,170.0,170.0,16,8.5
2120,8,90530,1,8,63,2,4,1,17.0,1497,146.0,11.0,1497,4.0,4.0,5.0,4420,1695,1480,5,53,165.0,4,15.0,15.0,1,1186600.0,118.0,10,5.7
2121,2,77957,1,9,90,2,4,1,18.6,1197,114.7,11.0,1197,4.0,4.0,7.0,3985,1734,1505,5,52,170.0,5,16.0,16.0,1,8183.0,6000.0,8,5.76
2122,7,81394,2,9,73,5,4,1,13.0,1591,151.0,11.0,1591,4.0,4.0,5.0,4270,1780,1630,5,53,165.0,5,17.0,17.0,1,1213.0,121.0,7,8.42
2123,8,64341,1,20,163,5,4,1,20.73,1373,130.0,13.0,1373,4.0,4.0,8.0,4490,1730,1485,5,54,190.0,4,15.0,15.0,1,911.0,6000.0,7,6.75
2124,2,33407,1,9,77,2,4,1,18.9,1197,113.75,11.0,1197,4.0,4.0,7.0,3765,1660,1520,5,48,165.0,5,16.0,16.0,1,8186.0,6000.0,6,5.18
2125,2,14811,1,4,39,2,4,1,20.71,799,72.0,11.0,799,3.0,4.0,5.0,3435,1574,1546,5,47,165.0,5,16.0,16.0,1,5364.0,5600.0,2,3.97
2126,8,37000,1,28,249,2,4,1,14.3,1598,153.0,11.0,1598,4.0,4.0,7.0,4413,1699,1466,5,53,185.0,4,16.0,16.0,1,1032.0,103.0,7,7.75
2127,7,49326,2,12,101,4,1,1,17.1,1956,350.0,11.0,1956,4.0,4.0,5.0,4395,1818,1640,5,53,165.0,5,17.0,17.0,1,170.0,170.0,7,11.66
2128,8,120000,3,8,68,5,4,1,9.8,2354,22.6,11.0,2354,4.0,4.0,7.0,4950,1845,1475,5,56,165.0,4,16.0,16.0,1,180.0,180.0,15,4.5
2129,2,4939,1,29,274,6,4,0,20.09,1199,113.0,7.0,1199,3.0,4.0,5.0,3802,1677,1537,5,53,165.0,5,16.0,16.0,1,8448.0,6000.0,2,7.32
2130,7,82620,1,6,50,2,4,0,16.5,1499,140.0,13.0,1499,4.0,4.0,8.0,3999,1765,1708,5,53,182.0,5,16.0,16.0,1,110.0,110.0,10,5.77
2131,8,60000,2,28,251,5,4,1,13.14,1798,25.0,10.0,1798,4.0,4.0,6.0,4838,1817,1482,5,54,220.0,4,16.0,16.0,1,160.0,160.0,15,6.0
2132,2,86857,1,31,300,5,1,1,20.14,1498,230.0,13.0,1498,4.0,4.0,8.0,3971,1682,1469,5,497,163.0,5,15.0,15.0,1,888.0,4200.0,9,5.1
2133,8,70000,3,21,197,5,1,0,14.84,2143,400.0,11.0,2143,4.0,4.0,8.0,4591,1770,1447,5,542,228.0,4,16.0,16.0,1,170.0,170.0,14,9.0
2134,7,120000,2,0,10,5,1,0,11.33,4134,800.0,11.0,4134,8.0,4.0,8.0,5089,2177,1737,7,12,242.0,5,19.0,19.0,1,3352.0,335.0,12,15.0
2135,2,14483,1,20,184,4,4,0,25.19,998,89.0,7.0,998,3.0,4.0,8.0,3655,1620,1675,5,47,165.0,5,16.0,16.0,1,6571.0,5500.0,2,6.25
2136,7,19000,1,9,73,2,1,1,18.9,1493,250.0,10.0,1493,4.0,4.0,5.0,4300,1790,1635,5,53,165.0,5,16.0,16.0,1,11398.0,113.0,2,12.75
2137,2,36202,1,6,54,2,4,1,18.16,1196,112.0,12.0,1196,4.0,4.0,7.0,3886,1695,1525,5,49,157.0,5,16.0,16.0,1,868.0,6300.0,8,3.95
2138,4,30000,1,4,38,5,4,1,19.44,1198,104.0,11.0,1198,3.0,4.0,8.0,3995,1635,1490,7,46,145.0,5,16.0,16.0,1,67.0,5000.0,7,3.2
2139,2,70000,1,6,54,5,1,1,24.29,1498,215.0,12.0,1498,4.0,2.0,7.0,3886,1695,1525,5,49,175.61,5,15.0,15.0,1,99.0,3750.0,7,4.5
2140,7,20000,1,9,85,5,4,1,18.9,998,172.0,8.0,998,3.0,4.0,5.0,3995,1770,1617,5,53,165.0,5,16.0,16.0,1,11841.0,118.0,2,10.85
2141,2,24077,1,4,39,2,4,1,20.71,799,72.0,11.0,799,3.0,4.0,5.0,3435,1574,1546,5,47,165.0,5,16.0,16.0,1,5364.0,5600.0,3,4.0
2142,8,81985,1,20,180,2,1,1,19.3,1248,190.0,13.0,1248,4.0,4.0,7.0,4160,1690,1530,5,47,165.0,4,14.0,14.0,1,739.0,4000.0,12,4.85
2143,4,30000,2,20,165,5,4,0,17.99,1462,138.0,13.0,1462,4.0,4.0,8.0,4395,1735,1690,7,52,165.0,5,16.0,16.0,1,10326.0,103.0,4,9.85
2144,8,91841,1,8,63,5,4,1,17.8,1497,145.0,13.0,1497,4.0,4.0,7.0,4440,1695,1495,5,53,195.0,4,15.0,15.0,1,1173.0,117.0,7,6.81
2145,7,64961,3,6,50,5,4,0,15.63,1499,140.0,13.0,1499,4.0,4.0,7.0,3999,1765,1708,5,53,182.0,5,16.0,16.0,1,1104.0,110.0,8,6.21
2146,2,20950,1,20,156,2,4,0,23.95,998,90.0,11.0,998,3.0,4.0,8.0,3545,1515,1475,5,46,145.0,5,16.0,16.0,1,6705.0,6000.0,6,4.1
2147,2,94348,2,9,90,2,4,1,18.6,1197,114.7,11.0,1197,4.0,4.0,7.0,3985,1734,1505,5,52,170.0,5,16.0,16.0,1,8183.0,6000.0,8,5.05
2148,7,32000,1,9,85,2,1,1,18.9,1493,250.0,8.0,1493,4.0,4.0,5.0,3995,1770,1617,5,53,165.0,5,16.0,16.0,1,11345.0,113.0,2,12.9
2149,2,51744,1,9,90,5,4,1,18.6,1197,117.0,11.0,1197,4.0,4.0,7.0,3985,1734,1505,5,52,170.0,5,16.0,16.0,1,8186.0,6000.0,5,7.08
2150,7,81152,2,17,147,2,1,0,15.1,2179,360.0,12.0,2179,4.0,4.0,8.0,4585,1890,1785,7,56,165.0,5,17.0,17.0,1,15287.0,152.0,4,17.34
2151,8,19516,1,8,59,2,4,1,18.6,1199,110.0,11.0,1199,4.0,4.0,5.0,3995,1695,1501,5,47,165.0,4,16.0,16.0,1,8876.0,6000.0,6,6.5
2152,2,29093,1,20,179,2,4,1,18.6,1197,114.0,13.0,1197,4.0,4.0,8.0,3850,1695,1530,5,48,160.0,5,14.0,14.0,1,858.0,6000.0,3,7.6
2153,8,54408,1,8,59,5,1,0,23.8,1498,160.0,11.0,1498,4.0,4.0,5.0,3995,1695,1501,5,49,140.0,4,16.0,16.0,1,789.0,3600.0,6,7.85
2154,2,16000,1,20,157,2,4,1,21.01,1197,113.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,165.0,5,16.0,16.0,1,8180.0,6000.0,5,7.45
2155,7,100000,1,6,51,5,1,0,12.62,2198,385.0,11.0,2198,4.0,4.0,7.0,4892,1860,1837,7,53,165.0,5,18.0,18.0,1,158.0,158.0,6,20.0
2156,2,56876,1,4,39,2,4,1,22.7,799,72.0,11.0,799,3.0,4.0,6.0,3429,1560,1541,5,47,165.0,5,16.0,16.0,1,5364.0,5678.0,8,2.7
2157,2,50000,1,31,300,5,1,1,22.07,1199,180.0,10.0,1199,3.0,4.0,5.0,3970,1682,1453,5,497,164.1,5,15.0,15.0,1,739.0,4200.0,10,4.5
2158,8,84505,2,8,59,2,4,1,18.6,1199,110.0,11.0,1199,4.0,4.0,5.0,3995,1695,1501,5,47,165.0,4,16.0,16.0,1,8876.0,6000.0,8,4.2
2159,4,34000,1,30,290,2,1,0,12.0,2393,360.0,10.0,2393,4.0,4.0,8.0,4735,1830,1795,7,54,128.84,5,17.0,17.0,1,148.0,148.0,3,27.9
2160,2,22305,1,20,184,2,4,1,21.79,998,90.0,12.0,998,3.0,4.0,6.0,3655,1620,1675,5,47,165.0,5,16.0,16.0,1,6705.0,5500.0,4,5.5
2161,2,33573,1,27,238,2,4,1,23.01,999,91.0,11.0,999,3.0,4.0,5.0,3679,1579,1478,5,49,155.8,5,16.0,16.0,1,67.0,5500.0,5,4.21
2162,2,33615,1,4,39,4,4,1,22.7,799,72.0,11.0,799,3.0,4.0,6.0,3429,1560,1541,5,47,165.0,5,16.0,16.0,1,5364.0,5678.0,5,3.03
2163,2,30000,2,8,66,5,4,0,18.2,1199,110.0,11.0,1199,4.0,4.0,5.0,3955,1694,1544,5,51,172.0,5,15.0,15.0,1,887.0,6000.0,6,7.8
2164,8,34935,1,29,275,2,4,1,20.3,1199,114.0,13.0,1199,3.0,4.0,7.0,3992,1677,1537,5,53,165.0,4,15.0,15.0,1,8381.0,6000.0,3,6.43
2165,2,66511,2,20,160,2,4,0,23.1,998,90.0,13.0,998,3.0,4.0,8.0,3695,1600,1560,5,47,150.0,5,16.0,16.0,1,6704.0,6000.0,6,4.74
2166,8,24000,1,30,279,2,4,0,19.16,2494,213.0,11.0,2494,4.0,4.0,8.0,4850,1825,1480,5,55,200.0,4,17.0,17.0,1,1577.0,157.0,3,42.0
2167,8,68979,1,20,180,2,4,1,21.21,1197,113.0,11.0,1197,4.0,4.0,8.0,3995,1735,1515,5,48,165.0,4,16.0,16.0,1,8180.0,6000.0,7,6.44
2168,4,50000,1,20,165,5,4,1,19.01,1462,138.0,13.0,1462,4.0,4.0,8.0,4395,1735,1690,7,52,165.0,5,15.0,15.0,1,10326.0,103.0,3,12.0
2169,2,45161,2,20,184,2,4,0,20.51,998,90.0,11.0,998,3.0,4.0,8.0,3599,1495,1700,5,46,152.0,5,16.0,16.0,1,67.0,6000.0,5,5.19
2170,7,42917,1,6,50,2,1,1,23.0,1498,205.0,13.0,1498,4.0,4.0,6.0,3998,1765,1647,5,53,165.0,4,16.0,16.0,1,9896.0,3750.0,6,8.11
2171,2,20000,1,20,157,5,4,1,21.01,1197,113.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,165.0,5,16.0,16.0,1,8180.0,6000.0,5,7.25
2172,2,32000,1,20,157,2,4,0,19.56,1197,113.0,11.0,1197,4.0,4.0,8.0,3995,1745,1510,5,49,165.0,5,16.0,16.0,1,8180.0,6000.0,6,7.25
